,id,date,title,content
3789,kt******,2018.07.04,주행거리 계산 문의(네번째),"동일한 질문을 네번째 합니다.왜냐구요?답변이 없으니까어려운 질문도 아닌데 왜 답변을 안하는지 몹시 알고 싶네요. 몰라서 답변을 못하는건지 가치없는 질문이라고 무시하는건지...답변 좀 해주세요답변할 때까지 질문 올릴거고 일정시간 지나면 다른경로 통해 문의하겠습니다.각설하고 주행거리 계산방법 좀 알려주세요.퇴근할 때 이용하는데 매번 똑같은 루트를 이용합니다. 다른 곳으로 빠지는 일 없이 처음부터 끝까지 동일한 길을 (여의나루~방화역)그런데 주행거리 차이가 많이나네요오늘 15.3km(40분), 어제 14.1km(38분), 6.29일 15.4km , 6.22일 14.3km...날짜에 따라 1km 이상 차이가 나기도 하는데 어떻게 계산하기에 이렇게 편차가 큰지바쁘시더라도 알려주세요"
3790,in****,2018.07.04,로그인유지가안되요,로그인 유지체크해도 자꾸 로그아웃되네요왜그런가요
3791,ta********,2018.07.04,신규앱 사용법,"참 답답합니다.몇 번을 글을 남겨도 회신이 없었는데...앱이 새로바뀌고 지도에 물방울표시 안나오고, 대여번호도 안눌려서 직접찾아가 큐알로만 대여했고이 불편함에 대해 글을 남겼습니다.(신규시작일부터)오늘 도저히 반납소를 못찾아 전화를 하는데 앱 삭제후 다시 깔라는 안내멘트가 나오길래 혹시나 해서 해보니 되더군요.이와같은 불편사항을 올린사람이 꽤 됐었는더 메인화면에 공지사항을 올리거나  답변한번했으면 2~3주를 불편함 없이 이용했을텐데 참으로 안이하고 무성의한 따릉이 관리자에게 이에대한 사과와 개선의민원을 올립니다.전화를 안했으면 아직도 이렇게 편하고 좋은 따릉이른 욕하고 있었겠네요.ㅈ"
3792,fe******,2018.07.04,단체권 2시간권 결제방법,단체권 2시간권 결제옵션이 사라졌는데 어떻게 하면 되는지 확인 부탁드립니다.
3793,en*******,2018.07.04,잠실역 6번 출구,"매일 통근 버스를 타고 다녀서 버스가 내리는 잠실역 6번 출구에 있는 따릉이를 이용하기 위해 정기권을 결재했습니다.그런데 저녁 7시부터 7시 30분 사이에 잠실역 6번 출구에 이용할 수 있는 자전거가 없어서 거의 한달째 이용하지 못 하고 있습니다.반대로 도보 10분정도 거리에 있는 리센츠나 장미아파트쪽은 항상 여유가 있고요.그래서 잠실역쪽 자전거 대수를 늘이시거나, 대여소를 추가 설치해 주세요.아니면 유휴 자전거가 많은 주변 대여소에서 부족한 대여소로 자전거 이동 부탁 드립니다."
3794,jj****,2018.07.04,잠실역6번출구 자전거 보내주세요,다른데 많이 가 있다면 옮겨주시고아니라면 좀더 거치대를 만들어 주세요
3795,sa********,2018.07.04,1260. 방이동 한양3차아파트 옆 대여소 문의,안녕하세요.따릉이 잘 이용하고 있는 사람인데요.1260. 방이동 한양3차아파트 옆. 대여소가 임시폐쇄됐더라구요..언제 다시 이용할 수 있는지요..?그리고 여기 자전거 수가 부족한데 추가 설치 요청드립니다.감사합니다. 수고하세요.
3796,jy******,2018.07.04,원묵고등학교,따릉이가  항상  부족하고없어요
3797,sa********,2018.07.04,미사용 이용권 2시간이 있습니다,문자로 대여번호 8자리가 안와서사용을 못하고 있습니다최근 따릉이 자전거를 이용하려고 하는데계속 미사용 이용권이 있다고만 나오고대책이 없는 상황입니다대여번호 8자리를 주시던지이용권을 없애던지 하세요이것땜에 회원 탈퇴도 안되네요빠른 답변 바랍니다
3798,32******,2018.07.04,즐겨찾기 대여소 수량 차이,217번 대여소지도는 36개즐겨찾기는 9개차이가 있습니다.확인해주세요.그리고 앱에서 즐겨찾기 대여소가메인으로 나왔으면 좋겠습니다.매번 지도 선택하기보다 그게 더 편해요.감사합니다.
3799,wh*****,2018.07.04,불량 자전거는 10분내 반납시 자동 취소되게 해주면 좋을 것 같아요.,1)자전거가 간혹 펑크가 나거나 문제가 있는 경우가 있습니다. 이 경우에 굉장히 난처한데요. 콜센터 전화 하는데 20분이나 걸렸습니다. --> 10 분내에 바로 반납하는 경우 1회 권이라 하더라도 바로 자동 취소가 되게 한다면 좋을 것 같습니다. 자꾸 취소 되는 자전거는 불량 자전거이니 센터에서 불량 자전거 파악에도 도움이 될것 같습니다.2)자전거가 어디는 많고 어디는 적고 그런데요.1년 사용권 쓰는 사람들에게 어느 위치의 자전거를 어디로 옮겨주면 1일씩 늘려주는 식으로 보상을 하는 것도 고려해 보면 좋을 것 같습니다.카톡 알리미나 앱 푸시 서비스를 이용해서 퀘스트 방식으로 어디 자전거를 어디로 옮기면 사용권 1일 자동 연장.. 이런 것이 있으면 재미도 있고 운동도 되고 좋을 것 같습니다.3)저는 1년권을 써서 별 문제 없는데요.초기에 1회권 구입은 너무 불편합니다.1회권을 10장 20장 이렇게 묶음으로 결재 가능하면 좋을 것 같습니다.
3800,kt******,2018.07.04,gps 설정 알림 중단  요청,"시설공단에서 따릉이 운영하시는 분,많은 이용자들이 gps 알림 중단해 달라고 요청하고있는데 언제 반영할건가요?반영할 수 없다면 공지사항에 반영불가라고 공지하던지 어쩌던지 해 주세요.묵묵부답으로 일관하지 마시고."
3801,97******,2018.07.04,대여소 설치 건의 (5번째),"안녕하세요. 송파구 문정동 정의로7길13 힐스테이트에코송파 근처에 따릉이 대여소 설치를 다시 한 번 건의드립니다.횡단보도 넓고, 전기 있습니다. 안될 이유가 없다고 보는데 왜 아직까지 설치가 안되는건가요? 빠른 대여소 설치 부탁드려요. 여기는 주변에 버스도 없습니다. 버스노선 확인해보세요. 교통 사각지대이고 유동인구고 많은데 빨리 설치좀 해주세요. 따릉이 타고 죽은 귀신은 때깔도 곱다 라는 옛말이 있습니다. 따릉이 원없이 타고 다리한번 아파보고 싶네요. 설치계획을 구체적으로 알려주세요."
3802,34******,2018.07.04,qr코드 대여 오류,"안녕하세요 날씨가 더우신데 고생많으십니다다름이 아니라 방금 전에 자전거 대여를 하기 위해 qr코드 대여 버튼을 클릭하였지만 반응이 나타나지않아서 문의를 드립니다.위 현상은 '즐겨찾는 대여소' 버튼을 클릭한 후에대여소 번호(공릉역 대여소)를 입력하고자 하였는데번호가 입력되지 않아, (이것도 문제가 있다고봅니다)창 아래에 있는 'qr코드 대여'를 클릭하였는데도qr코드를 찍도록 카메라 화면 변환이 나타나지 않는 오류가 발생한 현상이며,몇번의 조작 끝에 앱 실행화면에서 'qr코드 대여버튼'을 클릭하자 원활히 대여가 되었습니다.제가 봤을 땐 어떤 화면에서도 'qr코드대여 버튼'을클릭하면 카메라로 화면이 전환되어야 하는게 맞다고 보며, 앱 개발자분께서 조속히 위 문제를 해결해주셔서 다른 시민들이 불편을 겪지 않도록 해주시길 바랍니다.그럼 더우신데 고생많으시며 긴 글 읽어주셔서 감사합니다."
3803,mo*******,2018.07.04,도봉도서관 쪽 따릉이 거치대 유독 통신장애가 심합니다.,1주일에 한 번은 들르는 곳인데 갈 때마다 통신장애가 있다고 뜹니다.주변에 통신 장애를 일으키는 무언가가 있는 것인지...확인 부탁드립니다.그리고 북한산우이역에도 따릉이 설치 건의합니다.
3804,mo*******,2018.07.04,도봉구 경기장학관 앞에 따릉이 설치해주세요,도봉구 경기장학관 근처에 따릉이 거치대 설치 요청합니다.경기장학관뿐 아니라 앞에 덕성여대 기숙사가 있고 바로 근처에 중랑천과 한강으로 연결된 우이천 자전거도로가 있기 때문에경기장학관에 따릉이가 설치된다면 학생들 이용률이 높을 것 같습니다.
3805,pr*******,2018.07.04,광진구 새밭교회 건너편 따릉이 재설치 요청합니다,"새밭교회 버스중앙차선 공사로 따릉이가 없어졌는데, 공사가 끝났지만 따릉이는 돌아오지 않고 있습니다. 집나간 따릉이를 찾아주세요. 다시 설치해주셨으면 합니다. 부탁드려요!!"
3806,ia******,2018.07.04,용산구 보광나들목 대여소 설치 건의드립니다,"보광동에서 이용하려면 한남동이나 한강진역, 녹사평역까지 가야하는 불편이 있습니다."
3807,ay****,2018.07.04,24-911 버스정류소 앞 설치 건의,"안녕하세요 송파구 내 버스정류소 24-911 앞 대여소 추가 설치 건의 드립니다. 여기는 주거지이고 아파트 세대수가 많은데(올림픽선수촌, 대림아파트 등) 주요 지하철과 버스가 애매한 거리에 있어 수요가 많습니다.  최근 버스 한 대(87번)가 처음으로 생기면서 버스정류소를 설치하여원래도 인도가 매우 넓지만 설치물과 나무 등을 일부 정리하면서 넓은 공간이 생긴 상태이고 신호장비나 가로등이 있는 걸로 봐서 전기 문제도 없을 것 같습니다.  87번 버스는 배차 간격이 길고 정류소에서 대기하는 분은 거의 0~2명 정도라 자전거 거치대가 설치되어도 공간은 넉넉할 듯 합니다.  해당 위치 사진 첨부 드립니다. (중간에 붉은 부분이 자전거 도로이고, 바닥의 낮은 나무를 건너가면 보행용 인도는 별도로 넓게 있습니다.)"
3808,au********,2018.07.04,Gps 설정,Gps를 켤 생각이 1도 없는데연결할거냐고 첫화면 갈때마다 묻고설정을 할수 있게 해주시던지그나마도 원하는데 찾아서 대여진행하고있는데왜자꾸 지도로 돌아가면서 gps 켤거냐고 팝업.개선 부탁드립니다
3809,be********,2018.07.04,도봉한신아파트 정문  대여소 설치해주세요,도봉한신아파트 정문쪽에 대여소가 있으면 좋겠네요
3810,aw*******,2018.07.04,이걸 앱이라고 돈내고 만든거임?,아니 앱이 작동되야 자전거 대여가능여부를 알지..벌써 몇번째 헛걸음만하는건지... 대체 이따위앱을 돈내고 만든거 맞음? 막상 대여소 갔는데 자전거 없어서 버스타고 간게 벌써 몇번째인지 아오 짜증나
3811,yo*********,2018.07.04,945,945번 대여소 맨날 0대 입니다. 개선요청드려요
3812,it*****,2018.07.04,대여중으로 자꾸,대여중인게 없는데 자꾸 대여중으로 나와서 대여를 못해요..출근길에 힘들게 찾아갔더니..더운데 힘빠지네요
3813,ic*****,2018.07.04,한시간권을 두시간권으로,한시간권을 2시간권으로 교체할 수 있었으면 좋겠습니다.
3814,ys******,2018.07.04,대여소위치찾는방법?,앱바뀌기전엔지역구검색하면 대여소위치와현황이잘표시되어서 편리했는데 바뀐이후엔 지역구검색하면대여소위치나현황이 전혀나타타나지않아요.  어떻게해야되는지요. 방법좀알려줘요.답답하네요.
3815,jo********,2018.07.04,안장기울기 관련,"따릉이 이용 시 안장의 앞부분이 뒷부분에 비하여 지나치게 높아 장시간탑승에 굉장한 불편함을 유발합니다.그렇기에 향후 따릉이의 단골고객과 잠재고객들의 유지 및 유입에 상당한 영향을 미칠 것으로 보입니다.따라서 안장을 기울기조절이 가능한 안장이나, 지면과 평행한 안장으로 교체하는 것을 건의합니다."
3816,kd*****,2018.07.04,대여번호?,아.. 한참을 기다려도 안오네요. 뭐 이런게 다 있는지..
3817,kt******,2018.07.04,주행거리 계산,한달전에도 질문했었는데 아직 답변이 없네요.별로 어렵지 않은 질문인 것 같은데...동일한 거리를 이용해도 주행거리가 1km 넘게 차이 나는 경우가 있는데 주행거리 계산하는 방법 좀 알려주세요.  회전 바퀴수로 계산하나요?
3818,wl******,2018.07.03,반납처리오류,공릉1단지아파트 정류소에 13번 연결거치로 반납햇습니다7월3일 11시 20분 경에 번호는17323이고요 반납이안됐다고 뜨네요 한두번도아니고 반납오류좀 안뜨게 해주세요 제발 출퇴근하는 입장에서 너무 짜증납니다. 보상도안해주면서;;
3819,dn*******,2018.07.03,대여소 추가 요청드립니다.,동대문구 장안동 동대문소방서 옆 혹은 맞은편에대여소 추가 요청드립니다.가까운 대여소가 없어서 반납 혹은 대여시 불편함이 많습니다.동대문 소방서 근처에 사무실이 많이 있고출퇴근하는 사람들도 많아 활발한 이용이 예상됩니다.대여소 추가 설치 긍정적인 검토 부탁드립니다.감사합니다.
3820,cj*****,2018.07.03,수유2동 주민센터에 대여소가 생겼으면 좋겠습니다.,"현재 따릉이를 유용하게 쓰고있는 시민입니다.건의에 앞서 편리한 자전거 대여서비스에 감사드립니다.다름이 아니고 저희 집이 있는곳에서는 가까운 따릉이 대여소가보도 5~10분 정도 거리(1530 대여소)에 위치해 있습니다.그 대여소에서는 수유역 방면으로 불과 보도 2~3분 지점에 따릉이 대여소가 하나 더 있습니다.하지만 그 반대방향인 수유2동 주민센터 부근에는 가까운 대여소가모두 도보 10분 정도 거리에 있어 아파트와 상가, 주민센터, 우이시장이 위치하고 있는 수유2동 주민센터 주변에 따릉이 대여소 설치를 건의합니다."
3821,eo*****,2018.07.03,강남구청 또는 선릉역에 따릉이 설치좀 해주세요 ,강남구청은 항상 자전거가 0대고 선릉역에는 따릉이가 없어서 이용을 못합니다.
3822,rh********,2018.07.03,반납문제,16034 자전거 잠금장치 연결했는데 잠금장치가 고장났다며 음성안내가나오고 다시 빠지지도않고 반납완료 되지도 않고있네요 추가요금나오는데 빠른 해결 부탁드립니다
3823,y9******,2018.07.03,즐겨찾는대여소 사용법,즐겨찾는 대여소가 앱에서 검색해도 뜨질 않는데 어찌된 건가요?  전에 쓰던 앱에서는 자주가는대여소 누르면 바로 뜨던데...
3824,pe*******,2018.07.03,"앱 사용이 원활치 않은데, 수정 부탁드려요.","앱이 바뀐 후로 화면이 스크롤 되지 않아 일부 메뉴 사용이 어렵습니다.두번 질문을 드렸으나 답변대기라 답답한 마음에 다시 글 올려요.앱이 수정 중인건지,아니면 다른 방법이 있는 건지 궁금하고앱 메뉴를 원활히 사용하기 원합니다.사실 업그레이드 전 앱이 더 간편하고 직관적이라 사용이 더 쉬웠던 것 같습니다. ㅠㅠ"
3825,kj******,2018.07.03,반포역 대여소 이전 문의,반포역 3번출구에 따릉이 대여소가 생기는것을 보았습니다. 하지만 그 대여소 위치는 반포역에 대고 지하철을 타러가기에는 너무 불편한 위치입니다. 반포역 중심지와도 조금 멀고 그 위치는 그저 자이아파트 거주민만을 위한 위치인 것같습니다. 이에 5번출구앞으로 이전을 건의합니다. 그것이 어렵다면 적어도 3번출구쪽보다는 2번출구쪽으로 위치를 땡기는것이라도 검토해주십시오.
3826,dl********,2018.07.03,대여소증설요망,따릉이를 자주이용하는 시민입니다종로5.6가에 대여소가 필요하데. 증설계획이 없나요저로서는꼭필요힌구간입니다
3827,Co******,2018.07.03,이용순위,안녕하세요 따릉이를 잘이용하고 있는 시민입니다 따릉이 이용순위가 안보이는데 없어진건가요? 만약그렇다면 다시 생겼으면 하고 건의해봅니다 감사합니다
3828,so****,2018.07.03,중랑천에 인접한 광나루로에 대여소 설치를 희망합니다.,"광나루로 중랑천 근처 중,'506.금호 어울림 아파트 앞' 대여소와,'512. 뚝섬역 1번 출구 옆' 사이에 대여소가 생겼으면 좋겠습니다.예를들면 '서울시 성동구 광나루로 190' 부근에 생겼으면 좋겠습니다.1) '512. 뚝섬역 1번 출구 옆' 대여소는 항상 따릉이가 초과주차 되어 있습니다. (현재 오전11시, 19대 주차 되어있습니다)'513. 뚝섬역 5번 출구 옆' 대여소는 현재 (오전11시) 17대 주차되어 있습니다.왜냐하면 다른 곳에서 뚝섬-성수 부근으로 출근하는 사람들이 많기 때문이라고 생각합니다.역 근처에는 정류소가 많이 있습니다.하지만, 광나루로 부근에는 대여소가 없습니다.광나루로 부근에 대여소가 생긴다면,512번과 513번에서 초과주차되는 자전거를 고르게 분포할 수 있을 것으로 예상됩니다.2)중랑천에 조성된 자전거 길을 이용하고 싶은데,중랑천을 이용하려면 뚝섬역이나 성수역까지 가서 대여를 하고 반납을 할때도 그렇습니다."
3829,ju********,2018.07.03,물방울안나와서 칮을수가없어요,업데이트 뭘한건지 의문이듭니다지도가 멈춰서 암것도 안나와요이전엔 느려도 잘보였는데 이젠위치도 찾을수가없네요이거 앱하나 만드는게 그리 어려운건지...
3830,de******,2018.07.03,물방울,업데이트 후 물방울이 안보이는데 왜 그런거죠?사용하기 더 어려워졌어요.
3831,ch******,2018.07.03,QR code 훼손된 거치소 의 대여,QR code 훼손되어 없는 거치소에 있는 자전거의 대여방법을 좀 알려주세요
3832,ch******,2018.07.03,대여소 설치건의-신석초등학교압,신석초등학교앞 주변에  대여소 설치 검토부탁합니다
3833,ub****,2018.07.03,앱좀앱좀 앱으로 예약이 안되잖아요,물방울내놔라
3834,mi*****,2018.07.03,첫화면지도는 왜 만든건지?,첫화면 지도는 왜 만든건가요? 지금 내 위치를 모를까봐? 암튼 개편되면서 더 사용하기가 어려워지고 불편하다는건 아시죠? 이렇게 개편을하고도 개편했다고 앱 변경한게 우습네요. 오늘은 꼭 서울시에 불편사항 신고해야할거같네요
3835,to******,2018.07.03,따릉이 너무 좋아요~~,"진짜 이게 리얼 시민을 위한 복지라고 생각해요~!자전거 굳이 안사도 되고 재밌게 이용만 하면 되니까요!!게다가 상태도 너무 좋아서 잘쓰고 있씁니다!근데 참 아쉬운건, 대여소간 자전거 수량이 불균형한게 좀 아쉽네요어떤 곳에선 쌓이고, 어떤 곳은 텅텅 비어있구...그부분은 참 어려운것 같아요 해결하기..어쩃든 좋아요~ 너무너무 감사합니다~~"
3836,hy*******,2018.07.03,대처방식이왜이런건지..,"재질문을 몇번이나했고 벌써 문의한지 몇달이지났는데 해당내용에대해서만 문의하면 답변을 안하고피하고 통신장애로인해이용못한기간에대한 보상은 먼저언급,공지해놓고 해당건문의하니까 왜 답변을 안합니까 결국 답변못받은상태로 정기권기간이 끝나버렸네요 일부로 긴기간 구매했는데 그사이에 자전거이용못한날이 수두룩합니다 횟수를 세다가 지쳤음 ..원래쓰려던때에 못쓰는일이 수두룩하니 정기권구매가너무아까워서 오기로 다른시간대에 잠깐이라도타려고노력을해야했다는ㅡㅡ;; 게다가 이번에 재구매하려고했더니  집앞 대여소 임시폐쇠더군요 어차피 연장해줬어도 이용못할기간이었겠네요 . 어쨋든 예전에 분명 따릉이오류로인해 개고생하고 택시비어마하게날리고 새벽에 개고생하고 그이후인지 전에도 뭔가 문제있을때마다 이용못한거에대한 기간연장은 처리가능하나 금액적보상은 어렵다는 답변을 들었는데 막상 금액적보상이아니라 오류로인한 사용불가된 기간에대해문의하는것은 왜 회피하는지? 그때그때 상황만 모면하려고하는거같아서 기분나쁘네요 시민의돈으로운영하는거나 마찬가지니 어쩌고하면서 제도적인부분이나 관리하는부분에대해서는  무책임하고  나몰라라하고 문의할때마다 이쪽저쪽 핑퐁질하는것도 어이없어서 그냥글만 올리는데 지금 답변못받은 문의글도 한두개가아닙니다."
3837,kk*****,2018.07.02,17년도 마일리지 미적립에 대한 문의입니다,안녕하세요 작년 11월 서버문제로 마일리지가 미적립되어서 추후 적립해 주신다고 했는데 아직 반영이 안된걸로 보입니다. 확인후 적립 부탁드립니다. 감사합니다.
3838,pr****,2018.07.02,새로운 앱 불편,"종전에는 티머니와 연계해서 결제하면 편했는데 지금은 신용카드, 휴대폰... 결제 프로세스가 너무 불편합니다. 왜 바꾸신건가요? 예전처럼 해주시면 안되나요? 오늘은 결제불편으로 이용 포기합니다"
3839,an*******,2018.07.02,대여소 설치 요청,서울 구로구 고척동 우체국 근처에 설치요청합니다
3840,kb*****,2018.07.02,자가발전 전조등. 후미등도!?,야간에 자전거를 타면 자가발전방식으로 전조등이 켜시는걸 잘 알고있습니다. 같은 방식이라면 후미등도 밝혀졌으면 좋겠다는 생각이 들어서 건의합니다
3841,88*****,2018.07.02,제기동 성일중학교 근처 대여소 설치  검토요청합니다,이곳은 근처에대여소가 없어서  따릉이 이용이 힘드네요
3842,bi*****,2018.07.02,유한양행 거치대  자전가 20개가 전부 대여불능상태입니다,"유한양행 거치대  자전가 20개가 전부 대여불능상태입니다따릉이 어플에는 자전거가 0인 상태   즉 하나도 없는 상태이고,  직접 가서 일일이 하나씩 눌러봤는데 전부 ""통신에장애가있다""는 말만.... 왔다갔다 40번 이상 듣고 포기하고 걸어갔습니다한대도 정상작동이 안되더라구요....일 안하세요?  짜증나네요새 어플도 이용하기 불편하구...."
3843,tw******,2018.07.02,용두동 사거리 자전거 늘려주세요,614. 용두동 사거리 대여소 자전거 대여 대수를 늘려주세요.자전거가 항상 없어서 대여 할 수가 없어요.너무 불편해요.
3844,mr****,2018.07.02,폐쇄 대여소 재설치,광진구 아차산역 사거리에서 광나루역 방면 새밭교회 건너편 횡단보도에 있던 따릉이 대여소. 폐쇄되면서 도로 확장 공사 및 버스 중앙차선 공사 후 건너편에 재설치 해주신다고 했는데 공사가 끝난 현재에도 아직 아무런 조치가 없습니다. 확인 부탁드립니다.
3845,sk*****,2018.07.02,지도 위 대여소(물방울)를 선택(클릭)하여 대여 할수가 없습니다,냉무
3846,ri******,2018.07.02,업데이트 후 주변 대여소가 지도에 표시가 안됨,빨리 고쳐 주시든지 정기권 환불해 주세요
3847,js*****,2018.07.02,창2동에 따릉이 설치해주세요~~!ㅎㅎ,서울시 도봉구 창2동 대우아파트 앞에 다이소앞에 설치해주세요~! 만약 안된다면  그 근처에 라도 따릉이 설치해주세요~!ㅎㅎ 따릉이 애용하고싶은데 집앞에없어서 아쉬워요 ㅠㅠ!! 꼭 해주세요!고생많으십니다~
3848,ka********,2018.07.02,월계동에 대여소를 추가해주세요,안녕하세요. 월계2동에 거주하는 시민입니다. 저희 동네는 자전거 대여소가 있으나 근처에 아파트와 학교가 많아 인구밀도가 높은 지역입니다. 하지만 자전거 대여소가 근처에 한 곳밖에 없어서 이용에 불편합니다.  저희 동네 염광고등학교 앞 혹은 월계주공아파트 앞에 자전거 대여소가 추가되다면 훨씬 이용하기 편리할 것 같습니다. 자전거 대여소 추가를 꼭 희망합니다
3849,kt******,2018.07.01,대여소 설치 문의,어느 지역에 설치 예정인가요?또 앵무새 답변?
3850,kt******,2018.07.01,대여소 설치 외 질문에 대한 답변,많은 종류의 의견이 있는데 대여소 설치 요청을 제외한 문의사항에 대해서는 완전 묵묵부답이네요대여소 설치에 대한 답변도 원론적인 내용을 복사한 것 뿐이지만.운영팀에 어떤 사람들이 있어서 이런식을 관리하는지 모르겠지만 이런 행태는 정말이지 시민들을 우롱하는 것이라는 점 명심하세요
3851,ch*******,2018.07.01,영동초와 강변래미안 아파트 부근에 설치부탁요,영동초뒤편과 강변래미안 아파트 인근에 대여소설치부탁드립니다 근처에 대여소가거의 없어요
3852,ta******,2018.07.01,율현공원에 설치해주세요,문정동 법조단지 근처만 10개가 넘는데 율현공원에는 어찌 한곳도 없는지요? 그쪽은 교통 상황도 좋지 않던데요현장 확인후 검토바랍니다
3853,dr**********,2018.07.01,우천시켜 대비 데여서 지붕설치 요청,비올때마다 젖는 자전거를 보면 좀 안타까워서요 대여소 지붕도 만들어주시면 좋을 것 같습니다.
3854,mw******,2018.07.01,신내9단지 앞에 만들어주세요,대여소가 현재 있는 봉화산역과 중랑구청 사이에 있다보니 이용하기가 불편합니다.꼭좀 부탁드려요.
3855,se****,2018.07.01,gps기능 선택 가능하도록 설정 메뉴가 있음 좋겠어요,첫화면 로딩에 시간이 너무 걸려요.전 gps없어도 검색 기능으로 대여소 찾는이전 버전이 쓰기에 용이했어요.설정이 있어 gps온 오프 할 수 있으면 좋겠습니다.
3856,dl**********,2018.07.01,반납했다고 생각했는데 실수로 반납장치를 연결 안시키고 온건지 추과요금이 부과가 돼요ㅠㅠ,"6월30일 밤11시경 한남역 1번 출구 주변 따릉이정류장 두곳(809, 837)중에 한곳에 반납을 하고 대중교통을 타고 집에 왔는데 깜빡하고 반납 연결장치를 연결을 안하고 온건지 지금 추과요금이 부과된다고 카카오톡이 오네요. 이런건 어떻게 처리해주실 수 있나요?ㅠ 자전거 번호는 SPB-11231번 입니다."
3857,ek*****,2018.06.30,반납했는데 반납되지않았다고 해요,6월30일 토요일  2007. 유한양행 앞 에 반납했는데통신에 장애가있다고 합니다 두대 반납자전거번호 17977 입니다16783 두대입니다
3858,jo*****,2018.06.30,환승카드 두 개 등록 가능하게좀,"신용카드 혜택 때문에 여러개 쓰는데, 카드 등록도 여러개 가능하게 좀 부탁드립니다."
3859,kt******,2018.06.30,글쓰기로 가면 커서가 벌써 저 멀리 앞서가 있네요,"위대하신 따릉이 운영팀님,글쓰기 한번 사용해 보세요글쓰기 시작하기도 전에 내용부분에 커서가 벌써 나보다 한참 앞서가 있네요앱을 개선할건지 어떻지 모르겠지만 이렇게 간단한 건 먼저 수정하면 안되나요?안하는 건가요 아니면 못하는 건가요?"
3860,kt******,2018.06.30,gps 알림 설정 좀...,한번에 왕창 개선하려고 하지 말고 간단한 건 먼저 개선 좀 해주세요.클릭  몇번만 하면 수정 가능한 일인텐데 수정안하시네요일부러 시민들 골탕 먹이려는 생각인가요?한방에 해결하려다 또 먹통만드려는 속셈인가요?공공기관이라 참 다르네요회사에서 사용하는 앱이 이 지경이었다면 난리났고 금세 수정됐을텐데 역시 공공기관에서 일하시는 분들은 참 여유있게 일 하시네요부럽네요
3861,kt******,2018.06.30,spb란 서울공공자전거라는 뜻입니다,쉬운 질문인데 따릉이 운영팀에서 답변을 안하니 제가 해드릴게요.spb=seoul public bike의 약자로 서울 공공자건거라는 의미spb 뒤에 붙는 번호는 따릉이 일련번호로 등록순서라고 보시면 될 듯댓글 기능이 있으면 좋을텐데 없네요
3862,rh*********,2018.06.30,지도 화면 건의,항상 서울역을 기준으로 설정된 지도를 자신의 gps 상황 혹은 자주 가는 대여소를 기준으로 지도를 보여줬으면 좋겠습니다.
3863,jw****,2018.06.30,반납이 안돼요,잠금장치는 잠겼는데 반납이 안돼요
3864,mi*********,2018.06.30,회기역,회기역 출구상관없이 역인데 하나정도는 있어야되지 않나요ㅠㅠ시급합니다ㅠ
3865,ke*******,2018.06.30,첫화면에서 지도를 없애주세요.,첫화면을 본인이 설정 가능하게 해주세요.예를들어 환경설정에 들어가면 첫화면 설정 지도자주가는대여소대여소검색이렇게끔 본인이 선택가능하게 해주세요
3866,lo*****,2018.06.30,앱 버젼이 다운그레이드 된건가요?,지도는 제대로 뜨지도 않고. qr코드 말고는 제대로 대여도 안되네요. 일을 이따구로 합니까. 외주업체 잘못쓴거같아요. 한마디로 개판.
3867,mo*****,2018.06.30,선정릉역 설치 요청,선정릉역 설치 요청2017년에 검토했다는 답변말고 올해 검토 결과 알려주세요
3868,ri******,2018.06.30,이전 앱으로 돌려 놓지 않으면 환불 진행합니다,대여소가 어디에 있는지 찾을 수도 없고 앱이 너무 느려졌어요. 앱을 발로 만듭니까. 공공앱이라고 너무 성의없게 만들었네요
3869,ja******,2018.06.30,장애신고시 마일리지 혜택주세여,장애를 신고 하면 마일리지 적립혜택을해주세여.. 혜택 없으면 굳이 신고할 필요성을느끼기 힘들고 번거로움이 잇으니신고한사람에 대해 소정의 보상이 필요하다고 생각됩니다
3870,hs*****,2018.06.30,서부식자재마트 건너편 대여소 옮겨주세요,서부식자재마트 건너편 대여소 옮겨주세요그쪽은 사람들이 잘 다니지 않는 곳이에요목동2차우성아파트랑 양천아파트 사이육교 밑으로 옮겨주시거나 새로 설치해주시면더 많은 사람들이 편리하게 이용할 수 있습니다꼭 만들어주세요!!!!!
3871,je*******,2018.06.30,지도 및 공지사항 없애주세요.,요금제 때문에 인터넷이 느린데...지도 나 공지사항이 느려 앱이용까지 너무 오래 걸리거나중단 및 재실행을 반복해야 합니다.오늘도 10분정도 앱실행 후 터치한번 못해보고 포기했습니다.이전 버전이라도 다시 이용할 수 있으면 도움이 될듯합니다.
3872,ju*********,2018.06.30,자전거 SPB가 뭔가요?,대여반납이력에서 자전거 SPB라는게 있는데요. 그게 뭔가요?
3873,js*****,2018.06.30,서울지전거...로고 클릭시 내위치,신규버전으로 업그레이드 후 지도에서 상단의<서울자전거> 로고를 누르면 지도의 위치가뒤죽박죽~~어떤때는 서울시청이 어떤때는 <내위치>가...일관성이 없습니다. 항상 <내위치>가 표시되면좋겠습니다.빠른 수정 부탁합니다.
3874,ic******,2018.06.30,GPS팝업,귀찮아 죽겠습니다. 내위치 누를때만 뜨도록 수정바랍니다.현재 지도기능 전혀 사용 안됩니다.벌써 며칠째일지...개선 안되면 예전으로 롤백이라도 하시길.진짜 앱 개판이네...
