,name,date,score,comment
702,Cobb Lee,14/05/2019,5, 너무편해서좋았어요 특히 빌리는과정이랑 반납이 너무 좋아요
708,임유진,14/05/2019,5, 너무 편해요! 걸어서 20분거리 5분만에 날라갑니다
710,정구홍,14/05/2019,5, 가끔 gps좌표가 조금씩 차이가 나 찾기 힘들때가 있지만 나름 만족.
720,hoojung lee,14/05/2019,5," 타사 어플 대비 이용이 쉬우며 실시간 빠른 위치현황 조회가능, 안정적인 구동"
721,알림이,14/05/2019,5, 역시 킥고잉이 기체수도 많고 ㅎㅐ서 사용하기가 좋더군요. 만족합니다.
750,hyunchi lim,14/05/2019,5, 많이 못 타봤지만 옆동네보다 힘이 좋고 안정적이네요
755,Youngsu Ahn,14/05/2019,5, 처음써봤는데 잠깐 빠르게 이동하기 좋아요ㅎ 사용범위가 넓어졌으면해요
756,Wonil Cheong,14/05/2019,5, 아주 좋아요~ 기본료 1천원이 가끔 가성비로 아쉽다 느낄때도있지만~
769,임태권,14/05/2019,5, 다른곳보다 여러곳에 배치되있고 수량도많은거같아 좋아요
788,Paladin,14/05/2019,5, 걸어가긴 싫고 버스타기엔 애매할때 강추~!!!
793,정영산,14/05/2019,5, 진짜로 킥고잉 대박입니다 출근 늦어서 택시타야할때 킥고잉타면 지각도 안하고 적은돈으로 출근완료
798,yongan yoo,14/05/2019,5, 업무차 근거리 다닐때 너무 잘 활용하고 있습니다~^^
802,hubigo lee,14/05/2019,5, 가까운거리 이동하기에 편리해요 서울에도 있으면 좋겠네요
815,전계준,14/05/2019,5," 거리, 배터리충전, 수량 완벽합니다."
832,정우재,14/05/2019,5, 저는 강추합니다 5분더 잘 수 있다는것이 얼마나 행복한지 ㅎㅎ
840,이정균,14/05/2019,5, 아침 출근길 강남에서 너무 편하게 이용합니다.
864,Eugene,14/05/2019,5," 정말 편리하고, 빠르게 이용하고 있습니다."
876,이지복,14/05/2019,5, 아주 만족합니다. 출퇴근용으로 너무 좋아요
877,Yong Seong Hwang,14/05/2019,5, 출근길에 아주 좋습니다!!
880,김랏떼.c,14/05/2019,5, 회사가 여의도인데 가끔씩 이동수단으로 쓰는데 재밌고 좋아요 ㅎㅎ
889,jin-young huh,14/05/2019,5, 조금더 사용가는 구역이 넓어졌으면 좋겠어요!
892,Hyunsuk Choi,14/05/2019,5, 편합니다. 사용성이 아주 좋습니다.
895,신민기,14/05/2019,5, 강남 돌아다닐때 최고의 이동수단!!! 넘버원!
898,신동규,14/05/2019,5, 대중교통이 애매할때 자주애용합니다.좋아요
899,표상기,14/05/2019,5," 아침에 이용하기 편해요 단, 쓸수 있는게 남아있질 않아요"
908,문혜경,14/05/2019,5, 후발주자보다 안정화되어 있어서 편해요
922,정승연,14/05/2019,5, 빠르게 이동할수있어서 좋아요
924,하나,14/05/2019,5, 회사 앞에 많이 보이던데 편하고 좋을 것 같아서 기대돼요
936,오희수,14/05/2019,5, 저렴하고 어디서든 이용 반납할 수 있어서 편해요
945,LK Liberty,14/05/2019,5, 진짜 홍대에서 빠르게 밥먹으러 갈때 걷기 귀찮을때 이용하면 개꿀
949,Bernardo Park,14/05/2019,5, 편리! 저렴! 더운데 짱!
952,오진문,14/05/2019,5, 덕분에 즐겁고 편하게 이용했답니다.
959,junho kim,14/05/2019,5, 정말 빠르고 편하네요!! 편리성도 짱짱맨
961,이진원,14/05/2019,5, 너무좋아요 신촌역근처 아침에 한 50대 놨으면좋겠습니다
967,류호성,14/05/2019,5, 편리한 킥고잉~ 정말 유용합니다.
973,Nairud,14/05/2019,5, 비슷한 서비스들 중에선 위치가 가장 정확한듯 합니다
976,Joohyun Seo,14/05/2019,5, 너무좋아요. 기기도많고 킥보드중에 제일입니다
983,문지호,14/05/2019,5, 조금 비싼거빼면 아주만족스럽습니다
988,keumjae lee,14/05/2019,5, 굿 너무 편함!!! 편해서 너무 좋은데....비싸다...
998,이준희,14/05/2019,5, 넘편하고좋아요. 짧은거리 빠르게 가야할땐 최고
1013,박재흥,14/05/2019,5, 너무 편한거 같아요 출근하다가 보이면 개꿀 하루가 기분좋아짐
1018,양예림,14/05/2019,5, 진짜유용하게쓰고있어요 ㅠㅠ 지각은옛말이에요
1020,IsDaeg Kwon,14/05/2019,5, 판교에 풀이 정말 잘 되어있는것 같아요
1021,d j,14/05/2019,5, 지하나 공중에 숨겨놓은거 찾는기능이필요함
1033,배민석,14/05/2019,5, 주차시스템만 살짝 개선하면 좋겠어요
1035,최재규,14/05/2019,5, 아주 재미있게 잘타고있습니다.
1044,Seungah Oh,14/05/2019,5, 걸어다니기 귀찮은데 킥고잉타고가면 힘들지도않고 재밌고 빨라서 좋아요
1049,최진욱,14/05/2019,5, 덕분에 소소한 삶의 낙이 생겼어요ㅎㅎ
1053,김선,14/05/2019,5, 킥고잉 덕에 삶의 질이 올랐네요
1060,taeyoun Kim,14/05/2019,5, 편해서 자주 이용하고있어요~
1064,Min Geng,14/05/2019,5, 매일매일 잘 타는 중입니다
1073,오세영,14/05/2019,5, 진짜 택시타기 애매하고 걸어가긴 먼곳갈때 강추
1078,Kactus,14/05/2019,5, 출퇴근의질이달라졌습니다.!
1086,이준규,14/05/2019,5, 아주 잘 사용하구 있습니다!
1087,T K,14/05/2019,5, 사용하기에 너무 쉽고 간편해요
1090,Yeoni Jeong,14/05/2019,5, 킥고잉 타면서 삶의 질이 올라갔어요~
1105,odd eyes,14/05/2019,5, 항상즐겨타고 있습니다 감사합니다^^
1115,김규영,14/05/2019,5, 아주편하게사용하고있습니닿ㅎ
1128,김혜옥,14/05/2019,5, 앱이 아주 직관적이고 편리하네요
1144,손여운,14/05/2019,5, 편하게이동할수있어서좋아요ㅎㅎ
1156,김동근,14/05/2019,5, 편한것도 좋지만 피드백이 빨라서좋네요
1162,김지만,14/05/2019,5, 정말 간편한 결제 빠른이동..넘 좋아요
1163,Myung Ha Song,14/05/2019,5, 개꿀입니다! 수업 한번도 안 늦음 ㅇㅇ
1165,jongsuk han,14/05/2019,5, 단거리이용에 편리합니다~~
1167,awqe as,14/05/2019,5, 편리하고 좋습니다 공부하러 가기 좋아요
1176,그냥,14/05/2019,5, 개꿃인부분 킥보드가더많으면 좋을것같아요
1192,조용민,14/05/2019,5, 여러 킥보드가 있지만 젤 좋은거 같아요
1206,jeehoon kim,14/05/2019,5, 나무너무 편해요 지역 확대해주세요 시간도요
1210,Grace Kim,14/05/2019,5, 단거리 이동에 매우 유용해요
1220,장원준,14/05/2019,5, 잘쓰고있습니다 ㅎㅎ 고마워요
1224,이승은,14/05/2019,5, 편하고 잘쓰고 있어요!
1228,웅이형tv,14/05/2019,5, 굳굳좋아요 편리하게 쓰고있음요ㅋㅋ
1229,이승훈,14/05/2019,5, 바쁜데 편하고 좋네용 이벤트 많이해주세요
1230,김이,14/05/2019,5, 편하고 많아서 좋네요.절차또한간편
1241,손성진,14/05/2019,5, 킼고잉 이용하고 나서 출퇴근길이 행복합니다
1255,Youngkul Kong,14/05/2019,5, 걷기도 대중교통도 애매할때 짱짱
1256,픽단단,14/05/2019,5, 핵편합니다 빨리 사용 지역 넓어지면 좋겠어요
1257,Hee,14/05/2019,5, 기기수도 많구 빨라서 참 편하고 많이 애용합니다
1261,seok C,14/05/2019,5, 애용하고있어요! 추천
1277,김건호,14/05/2019,5, 킥고잉 진짜꿀잼 데이트할때도좋아여~%!
1286,녹스,14/05/2019,5, 바쁠때 단거리 이동용으로 좋습니다
1291,룰루랄랑,14/05/2019,5, 사용하기 편리합니당 ㅎㅎ
1293,주민재,14/05/2019,5, 너무 잘쓰고 잇습니다. 영역을 좀 확대해주셧음 좋겠어요
1313,Jwon Choi,14/05/2019,5, 너무 편합니다 최고에요
1314,강지웅,14/05/2019,5, 너무 편하고 좋아요!
1326,이홍석,14/05/2019,5, 고삐리들 두명씩 못타게 해주세요
1330,심규민,14/05/2019,5, 집 갈 때 거의 축지법 수준 필수앱
1343,이하현,14/05/2019,5, 출퇴근 너무 편리해요
1347,Sungryul Yun,14/05/2019,5, 재미있고 편리합니다
1361,조성인,14/05/2019,5, 주차가 구역내에선 자유로운게 이점이네요
1378,신훈식,14/05/2019,5, 매우 편해요! 진짜 가까운거리 갈때 재밋고 효율적여요!
1383,Jacob Lee,14/05/2019,5, 좋아요 간편하게 빌리고 타고 편리하네요
1386,The Yoons,14/05/2019,5, 앱 완성도가 가장 좋음
1396,전창,14/05/2019,5, 빠르고 편하고 고장수리 ㄱㅊ고 좋아요~
1402,문정환,14/05/2019,5, 10분에 1000원이였으면 더좋았을텐데 아무튼 잘사용중이에요~
1410,테리,14/05/2019,5, 제일 관리가 잘되는 서비스
1412,허정,14/05/2019,5, 너무잘쓰고있어요
1414,양현모,14/05/2019,5, 아주편해요 택시비매일들었는데 ㄱㅇㄷ
1416,DaHyun Keum,14/05/2019,5, 너무 조아요 제발 더 늘려주세용
1442,신우진,14/05/2019,5, 너무 편리하고 좋아용
1444,에징징,14/05/2019,5, 이거슨 혁명 세번이용하세여
1446,최천우,14/05/2019,5, 즐거움과빠름 둘다만족 킥고잉 짱요~~
1451,이동하,14/05/2019,5, 좋아요 잘 타고 있어요
1454,younghoon choi,14/05/2019,5, 좋아요 빠르고 간편해요
1457,jH c,14/05/2019,5, 빠르고 좋아요 ㅎㅎ
1460,kim hyojin,14/05/2019,5, 확실히 없어서 못탑니다ㅡㅜ
1467,한정윤,14/05/2019,5, 너무좋고 편리해요
1468,Hyunjong Lee,14/05/2019,5, 넘편리하고 중독성있음
1480,이광용,14/05/2019,5, 좋네요~ 편하고.
1495,DANIEL CHOI,14/05/2019,5, 킥고잉편하구좋아요:)
1496,맨저,14/05/2019,5, 다른 타어플중 최고
1498,Ha Keun Cho,14/05/2019,5, 출근시간 단축 굳!!
1503,김태현,14/05/2019,5, 편하네요 ㅅㅅㅅㅅ
1507,Google 사용자,14/05/2019,5, 킥고잉 너무좋네요
1513,김형상,14/05/2019,5, 너무 편하고 재밌어요
1517,김정연,14/05/2019,5, 덕분에 지각하지않고 출퇴근중이에요~!~
1520,yehyun,14/05/2019,5, 편하고 좋아요
1529,Gulhee Lee,14/05/2019,5, 빠르고 좋아요
1530,송우빈,14/05/2019,5, 너무너무 편하고 좋아요!!!최고최고
1531,Sangmin Hwang,14/05/2019,5, 편한데 재밌어요.
1543,강석훈,14/05/2019,5, 날 살찌게 만드는 앱
1550,김현준,14/05/2019,5, 너무 편하게 좋아요
1560,jieun lee,14/05/2019,5, 잘이용중입니다!
1566,minseok Kim,14/05/2019,5, 편리하고좋아요
1569,박성현,14/05/2019,5, 유용하고 좋네요
1579,박복식,14/05/2019,5, 아 너무 좋습니다
1583,Richard Jeon,14/05/2019,5, 간편하게 쓰기ㅓ좋아요
1586,3분배그,14/05/2019,5, 좋네요 빠르고 편해요
1592,ks jang,14/05/2019,5, 쉽고 편해요~~
1596,지녁,14/05/2019,5, 너무 편해용!
1603,권오재,14/05/2019,5, 아주 좋아요
1605,hansae lee,14/05/2019,5, 아주 좋아요
1621,제노,14/05/2019,5, 편리해요~~
1640,박상희,14/05/2019,5, 너무재밌코좋아요
1652,류상헌,14/05/2019,5, 너무편리하고좋습니다 최고
1665,이병관,14/05/2019,5, 빨라서 좋아요
1670,Hye Yeon Chu,14/05/2019,5, 재밋고 편하고 좋음
1679,이은희,14/05/2019,5, 편하고 좋아용
1717,박건우,14/05/2019,5, 완전 편해요~!~!
1720,Ryan Nam,14/05/2019,5, 관리가 잘 되고 있는 점 맘에 듭니다. 킥보드는 근처에 있을때가 많고 대부분 충전도 잘 되어 있습니다. 앱으로 스캔만 하면 사용할수 있어서 편합니다. 킥보드도 타사에 비해서 가볍고 발판 높이가 낮아서 안정적인 느낌이 듭니다.
1783,수제비,14/05/2019,5, 논현동에서 첨 타봤는데 평지가 많아서 재미있네요 ㅋㅋ 어렵지않고 초보자들도 할수있어요 강추
1794,최준석,14/05/2019,5, 선택 아닌 선택 나에게 잘 나가는 법을 알으켜준 킥고잉 고맙다.
1808,서광원,14/05/2019,5, 집앞에서있던데 궁금해서 이용해보려고요.
1980,김정현,14/05/2019,5, 시범운행할때 부터 탓는데 진짜 개좋아요ㅠㅜ 자전거 보다 좋아요 으엉 내사랑 킥고잉ㅠㅜ
1985,Jay June Song,14/05/2019,5, Good!
1989,SooBin Moon,14/05/2019,5, 좋습니당!
1997,감롬,14/05/2019,5, 킥고잉 항상 잘이용하고있어요~ 대박서비스입니다~~
1998,박원,14/05/2019,5, 좋아여!
2014,Travel School,14/05/2019,5, 졸다 ㄱㄱㄱ
2015,김홍빈,14/05/2019,5, 잘쓰겠습니다
2016,송기훈,14/05/2019,5, 잘쓰고있습니다
2020,이현민,14/05/2019,5, 매우 편함
2021,sin djfdjd,14/05/2019,5, 완전좋음
2025,김정묵,14/05/2019,5, 편합니다
2031,hong shick kim,14/05/2019,5, 편해요
2033,Max Seokpeom Son,14/05/2019,5, 좋아여
2040,김선희,14/05/2019,5, 짱짱!
2045,S Lee,14/05/2019,5, 좋아요!
2057,칼퇴한그릇WorkerDinner,14/05/2019,5, 굳굳임다
2058,김성진,14/05/2019,5, 좋음여
2062,Sungwoon Choi,14/05/2019,5, 너무좋습니다
2068,Eddie Bang,14/05/2019,5, 최고에요
2069,봉구스박보검,14/05/2019,5, 최고임
2071,김택수,14/05/2019,5, 편리합니다
2075,Nogary Sung,14/05/2019,5, 좋아호<U+263A>
2078,조명규,14/05/2019,5, 굳
2085,Daekyung Kim,14/05/2019,5, 좋아요~
2086,정형주,14/05/2019,5, 좋아요~
2090,KWAK지훈,14/05/2019,5, 좋음
2092,이상도,14/05/2019,5, 좋아요
2094,박창섭,14/05/2019,5, 좋아요
2101,구라엘,14/05/2019,5, 좋아요
2107,Daeyeong Yun,14/05/2019,5, 좋아요
2114,Soo Kwon Park,14/05/2019,5, 좋아요
2120,wonseok je,14/05/2019,5, 편함
2037,Jun Choel Pak,15/05/2019,1, 별로
49,jine,15/05/2019,2, 항상 출근할때마다 10분 15분 걸어야 해서 더워지기 전에 이용하려고 가입했는데.... 출근시간이 10시이다 보니 이용을 할 수가 없네요.ㅠ 예약제가 있으면 좋을 거 같아요. 아니면 시간별로 풀던가. 출근시간 10시인 분들 꽤 많을텐데... 아직은 이용할 일이 있을까 싶네요.. ㅠ 쿠폰 두개나 며칠내로 사용이라 아까워요 ㅠㅠ
21,전성결,15/05/2019,3," 타사 킥보드들보다 속도를 더 줄 수 있어서 너무 좋아요! 근데 갑자기 멋대로 연결이 끊겨서 중간에 멈추고, 그래서 7분 타는데 2번 결제 됐는데... 이런 일들 방관하지 마시고 쿠폰으로 대체해주든 뭐든 조치를 취하면 좋을 것 같습니다."
103,유상현,15/05/2019,3, 편리하게 사용할 수 있을 것 같아요. 그런데 지정 주차 공간에 대한 기준이 좀 더 명확했으면 좋을듯 합니다. 가끔 있다고 뜨는곳에 가도 없어요...
124,박쟈영,15/05/2019,3," 홍대, DMC쪽은 자전거도로 잘 되어있어서 타기 좋아요 버스노선이 뱅뱅 돌아가는 목적지는 킥고잉으로 가는게 더 빠른데 가격이 많이 부담스러워요 10분에 천원으로 알고있었는데 5분에 천원이더라고요 신호 걸리면 2분은 금방인데.. 처음에 쿠폰을 많이 주셔서 그거 이용했기에 괜찮았지 처음부터 요금나간다고 생각하면 자주 타게 되진 않을 듯 해요"
203,제이별희,15/05/2019,3," 1천원 쿠폰으로 5분 무료 이용하고, 1분당 100원씩 추가로 결제되는 시스템 만족해요~ 그런데 쿠폰이 없으면 부담스럽긴해요~"
250,임채윤,15/05/2019,3," 출근할때 자주 이용하는데, 너무 편하고 좋네요~~다만 금액을 좀 다운시켜도 좋을꺼 같다는 생각이 드네욤^^"
294,최성일,15/05/2019,3," 면허증 주민번호 뒷자리를 가려야하는지 모르고 제출 했다가 반려당하기까지 일주일 걸림... 적재적소 마다 킥고잉 배치되어 있는건 좋은데, 진입장벽이 높았음"
400,정동희,15/05/2019,3, 가끔 점심시간 휴식할때 이용하는데 안되는기기도 가끔잇고 잘되는 기기도 종료가 원활하게 안될때가잇네요 그래두 이벤트 쿠폰으로 애용하고 잇어요
767,신영균,15/05/2019,3, 탈땐 좋은데 타려고 찾을때 정확하지않아서 찾는다고 한참걸어다녔네요.
869,양성준,15/05/2019,3, 킥고잉이 더 많이 배치되있으면 좋겠어요 찾기가 힘들어요...
1145,랄라라,15/05/2019,3, 제대로 주차된곳이없어오
1415,JH Yu,15/05/2019,3, 저당히탈만한데 과금 설명이 없음
1616,오준환,15/05/2019,3, 편하고 좋아요
1705,양선주,15/05/2019,3, gps 잘안맞음
50,CHULYOUNG YUNE,15/05/2019,4," 자주이용함. 학교가 지정범위라서 편함. 근데 잦은 고장으로 불편함을 많이 겪음.. 갑자기 킥보드가 꺼진다던지 애초에 활성화가 안된다던지. 또 한가지 아쉬운점! 어플로 고객센터에 의견을 보내면 4일뒤에 답장이옴.. 너무 답답함. 일레클처럼 실시간 채팅방 만드는것이 시급함. 그래도 애증의 관계,, 하루 1번 퀵보드 타는게 낙입니다ㅋㅋ"
73,김철호,15/05/2019,4," 급하게 이동해야 할 때마다 유용하게 이용하고 있습니다!! 조금 아쉬운점은 출, 퇴는시간에는 사람이 몰려 사용하기가 힘들다는 점입니다..킥고잉 수를 늘려주셨으면 좋겠습니다."
96,김두현,15/05/2019,4, 강남에서만 이용할수 있다는게 조금 아쉽긴하지만 그래도 이동수단이 편리해져서 너무너무 좋아요!! 다소 비싼감이 없지않아있지만 그래도....만족은 합니다!
114,유ㅇ,15/05/2019,4, 급할때 지각하기 전에 아주 유용하게 쓰이고잌ㅅ어요!! 택시타기 애매하고 버스타기 애매할때! 10분에 1000원이었던거 같은데 갑자기 1200원으로 오른건 좀 아쉽네요ㅠㅜ
140,Rachel L,15/05/2019,4," 너무 재밌고 빠르고 좋아요! 출퇴근 시간 사람 붐비는 곳은 조심하셔야 하고, 점자블록이나 턱있는곳에 걸리면 다치기 쉬우니 속도 낮추거나 골절 주의하셔야합니다."
147,Jaeho Cheon,15/05/2019,4, 오늘 처음 이용했는데 괜찮네요. 평소 20~30분 걸리는 거리를 7분만에 이동했습니다. 대중교통 애매한 곳은 정말 유용함.
190,정호,15/05/2019,4," 편리하고 좋은데, 가끔씩 지도에 표시된 곳으로 가도 없을때가 있습니다! 그리고 더 번창해서 서비스 지역 확장 됐으면 좋겠습니다!"
214,eddi2shin,15/05/2019,4, gps 위치가 부정확한 경우가 있음. 처음에 비하여 킥보드 부품이 다소 낡은듯함. 정기적인 점검이 필요한듯.
220,Sooji Kang,15/05/2019,4, 다른 킥보드 공유 서비스보다 관리가 잘 되는 느낌? 일단 상태가 제일 좋다. 다만 제발 주차랑 배터리 문제를 해결해줬으면..
307,송예빈,15/05/2019,4, 킥고잉 잠금해제 하려고 QR코드 읽히면 로딩이 너무 길어서 못타고 다닐때가 많아요 ㅠㅠ 요금도 생각해보면 그렇게 싼편도 아닌거같아서 별점 하나 뺐습니당 다른건 다 좋아요 만족합니당 !!
324,황금강,15/05/2019,4, 편하게 이용하고 있습니다. 가끔 gps가 이상해서 위치를 잘 못찾을 때 불편한 점이 있어서 그 부분이 쪼금 아쉽습니다
331,Jinhyeok Kim,15/05/2019,4, 저번에 늦어서 타려고 qr코드 찍었는데 가속이 안되서 당황했네여. 덕분에 1점 깍았습니다. 괜히 천원만 버렸어요.
377,Ji Won Park,15/05/2019,4, 출퇴근시 자주 이용하는데 편합니다 다만 위치가 정확하지 않을때가 있어 헛걸을은 종종 하곤 합니다 이부분은 뭔가 해결이 필요할듯 해보입니다
419,Dareum Im,15/05/2019,4, 처음엔 중심잡기가 어려웠는데 점점 익숙해지더라구요 길턱을 조심해야겠고 신호만 안걸리면 출근시간 엄청 단축되겠어요 유용하게 쓸것 같습니다
432,황영민,15/05/2019,4, 등하교시에 이용하는데아주편리하네요 하지만 사용시간을 늘려주셧으면 좋겟습니다 밤늦게도 사용할수있으면 좋겟어요 ㅠ
445,정형석,15/05/2019,4, 운전면허가 왜 필요한지 사용해보면 알수있음 주행에 있어서 좀 더 세밀한 작동법 이나 사고사례로 경각심을 주는것도 좋아보임
467,정성우,15/05/2019,4, 너무즐겁습니다 근데 데이터도 없는데 어플 들어갈때마다 강남구쪽으로 가서 답답했구요 방금 업데이트 했는데 고쳐졌는지는 모르겠어요
477,한솔심,15/05/2019,4, 주변에서쉽게이용할수있어서 좋지만 잠실은 범위가너무 좁네요 그거만 개선되면 별다섯개!
479,jeong hyuk im,15/05/2019,4, 킥보드도 더 많이 배치하고 정기권 등을 도입해서 요금을 더 저렴하게 하면 더 많이 이용할 것 같습니다
566,리츄,15/05/2019,4, 한번 타봤지만 사용하기편리해요 QR코드인식하고 바로 쓰면돼요 안전에 주의하고 타면 괜찮을것같아요
714,David Lee,15/05/2019,4, 편리하네요. 영역이 조금만더 넓고 수량도 늘었으면 더 좋을듯
747,박주현,15/05/2019,4, 킥고잉 너무 간편해요!!! 가을까지 사용하기 딱이에요!
757,Yongsik Yang,15/05/2019,4, 킥고잉 다른 전동킥보드 업체보다 수량도 많고 속도도 빨라요 좋습니다.
807,woohee sim,15/05/2019,4, 빠르고 주변에 많아서 언제든지 타고 다닐 수 있어 좋아요~
811,She.in.grace_신그레,15/05/2019,4, 재밌어요 택시타기애매하고돈아까운거리 이거타요ㅋㅋ엄마도너무좋아하심ㅜㅜ
835,오로리안,15/05/2019,4, 너무 편하게 잘쓰고있습니다 지역이 확대되면좋겠네요
844,박응진,15/05/2019,4, 좋은데 오늘 탄 보드는 브레이크가 잘 안 들었습니다.
849,HANNA KWON,15/05/2019,4, 차가 막히는 곳에 빠르게 이용할수 있어서 좋아요 자주 이용하려고요
872,김종민,15/05/2019,4, 안전에 유의해서 10키로 내 이동수단으로 아주 좋네요
897,박종훈,15/05/2019,4, 비싸지만 장비는 타사대비 가장 좋은 거 같아요
955,Hyeon Yeong Choi,15/05/2019,4, 어플사용은 정말간단. 하지만 위치정보는 아쉽다
960,Sooho Ha,15/05/2019,4, 좋아요 씽씽 고씽보다 안정 가격이 좀 비싸요 행사이벤트 마니주세요^^
962,오은혜,15/05/2019,4, 기본가격이 높은게 아쉽지만 빠르고 가벼워서 좋아요~
971,김재범,15/05/2019,4, 편하게 쓰고있습니당 킥보드갯수가 좀더 많았으면 좋겠어요
1001,최윤민,15/05/2019,4, 가격도 적당하고 서비스도 괜찮네요
1134,haena shin,15/05/2019,4, 편하고 좋은데 관리 좀 잘해주셨으면....
1172,Daewoong Lim,15/05/2019,4, 시간이 짧은게 좀 아쉽...
1174,기현신,15/05/2019,4, 기기가 가장 좋고 쉽게찾을수 있음
1219,Y J,15/05/2019,4, 시간이 짧은거빼고 다좋음
1238,D.J. seok,15/05/2019,4, 처음엔 혁신적이였으나 기계하나 찾는데 한세월
1263,액션옴팡,15/05/2019,4, 출근시간에 완전 편리하네요
1371,Yuchan Seo,15/05/2019,4, 잘 이용하고 있습니다
1461,예리망고,15/05/2019,4, 급할때 타기 너무 좋네요
1494,Sunghee Hong,15/05/2019,4, 이런게생기다니 좋아요
1519,최희수,15/05/2019,4, 출근길 편해서 좋아요
1561,권오윤,15/05/2019,4, 잘사용하고있어요~
1614,나대식,15/05/2019,4, 진짜찐짜 좋아요!
1666,홍성준,15/05/2019,4, 공유서비스 굿
1737,Kimi,15/05/2019,4, 사용하기 정말 편하고 타 업체들보다 기기 관리가 더 잘되어있는 느낌이라 출근할 때마다 사용중입니다. 유일한 흠이라면 저녁 퇴근 시간대에 아무리 찾아봐도 주변에 안보인다는 점 ㅠㅜ
2051,rok,15/05/2019,4, 편하고좋음
2063,Hyungsuk Seo,15/05/2019,4, 간단해요
2064,김유준,15/05/2019,4, 좋다좋아
2106,NK TV,15/05/2019,4, 좋아요
43,주인애,15/05/2019,5, 버스 기다려서 타기도 애매한 거리 갈 때 매우 유용하네요! 가격이 좀 비싸지만 간편하고 시간이 절약되서 정말 좋아요~ 가끔 타고 숨겨두는 나쁜 사람들이 있어서 이 점은 개선이 필요한 듯 하네요. 가끔 가게 안에 들어가 있거나 아파트 안에 있다고 검색될 때도 있는데 헛걸음 주의!
97,Ben,15/05/2019,5," 꽤 자주 이용했는데, 만족합니다. 버스 두세정거장 거리처럼 걸어가가 애매한 곳은 개인능력에 따라 버스보다 싸게도 갈 수 있어요! 어플도 별 오류 없이 잘 구동 돼서 불편하지 않네요."
126,이도경,15/05/2019,5, 제가 신촌에 거주해서 처음에 전동킥보드 여러대가 서있는 것 보고 뭐지?싶었는데 이렇게 유용하게 사용할 줄 몰랐습니다ㅠㅠ 정말 좋은 것 같아요 차비도 절약하고 무엇보다 원하는 장소까지 힘 안들이고 이동할 수 있어서 정말 최고입니다♥
163,이채은,15/05/2019,5, 가격대비 사용량대비 그냥은 사지 못하는 전동 킥보드를 원할 때 원하는 만큼 탈 수 있어서 너무 좋아요 :) 앞으로 지역이 더 넓어지길 기대합니다!
249,James Doh,15/05/2019,5, 집근처에서 홍대나 마포구청(수영장)에 갈 때 너무나도 편리하게 잘 이용하고 있습니다. 최고!!!
257,김민석,15/05/2019,5, 강남에서 짧은거리라도 택시 타고 다니면 차가 많아서 택시 요금 부담이 상당한데 킥고잉 이용후부터 비용도 시간도 엄청 줄어서 만족 합니다
267,김태한,15/05/2019,5, 정말 편리하고 걸어서 10분거리를 5분안에 갈 수 있으니 바쁠때 너무 좋습니다 그리고 다양한 쿠폰 이벤트를 하기때문에 더 좋은 것 같습니다
285,이은주,15/05/2019,5, 매장에 왔다갔다 할때 자주 이용하는데 넘 좋네요 예약기능 으로 선점하는 기능 있으면 좋을것같아요 선점후 5분간 시작안하면 리셋되어도요 겨우찾아갔는데 다른분이랑 같이 겹쳐 서로민망했거든요
286,Thomas Shim,15/05/2019,5, 아직 주위에 많이 없어서 아쉬워요. 보이면 버스대신 잡아타는 편입니다. 요즘엔 날씨도 좋고 하니 재밋어요.
300,박수광,15/05/2019,5, 급할때 유용하게 잘 이용하고 있습니다. 킥보드를 지금보다 더많이 배치해주면 정말 좋을거 같습니다. ^^
304,문주성,15/05/2019,5, 편한 이동과 타는 재미로 인해 잘 사용 중. 킥보드별로 상태가 조금 다른 경우가 있는데 그 부분만 개선되면 더욱 좋을듯.
346,조우영,15/05/2019,5, 처음 탈땐 좀 무섭긴 하지만 좀 익숙해지니까 진짜 편하고 재밌어요! 버스로 대여섯정거장 정도의 단거리를 자주다니는데 아주 유용하게 이용중입니다
363,박진영,15/05/2019,5, 좋아요. 짧은거리 이동할때 사용하기 편한데 다만 아쉬운건 송파지역이 더 사용영역이 커졌으면 좋겠습니다.
376,띵스맨,15/05/2019,5, 정말 너무 좋은 서비스가 나온 것 같아요! 걸어다니기 힘들때 이거 이용하는게 최고입니다!
390,송재홍,15/05/2019,5, 걸어가기엔 멀고 대중교통을 이용하기에는 가까운 거리를 이용하기에 정말 딱 좋네요!
391,김한경,15/05/2019,5, 지하철에서 내리고 버스나 택시를 기다려서 탔는데 바로 타고 다니니 10분이상 시간이 절약되고 편합니다.
393,조진용,15/05/2019,5, 도심속 애매한 교통수단을 대체하는 훌륭한 아이템입니다. 유용하게잘사용하겠습니다
406,박영수,15/05/2019,5, 완전 참신합니다! 신세계! 전동이라 힘도 안들어요^^ 누구나 꼭한번 이용해보세요!
410,hul9,15/05/2019,5, 날씨가 점점 더워지고 있어 호기심에 한번 이용햇다가 다음날 부터 출퇴근 길에 킥고잉 어디에 잇나 앱으로 검색하게 되는 편리함!
411,박윤지,15/05/2019,5, 항상 편리하게 이용하고있습니다. 더많은 지역에 더 많은 대수로 늘어났으면합니다
418,황재민,15/05/2019,5, 이건 진짜 혁명입니다. 차보다 빠르고 꽉막히는 강남 도로를 빠르게 달릴수있습니다 안전운전하세요~
