,name,date,score,comment
1372,김동현,08/07/2018,1, 해보고 업데이트하세요
1349,이원진,09/07/2018,1, 똥같은 시스템
659,Google 사용자,10/07/2018,1," 최악. 따릉이 시스템도 최악인데 앱은 더최악. 결제도 안되고 구 입력해봤자 대여소 현황도 안보여주고 3G 틀고 아무리 결제버튼 눌러도 
똑같고 대여도 까다롭고 왜 만든거에요?"
919,신승환,10/07/2018,1, 지도에 따릉이 대여소가 표시되지 않아 거치대에 있는 qr코드로 대여하고 있는 상황... 대체 앱 개발을 어떻게 하는건지 원 ㅉㅉ...
604,김제헌,11/07/2018,1," 다 좋은데 앱 왜케 못만드나요.. 자전거 수량있는지 확인 안되는게 벌써 2달째임.. 버벅버벅 좀... 잘 만듭시다 아니면 예전 앱이 더 
좋았어요"
608,Google 사용자,11/07/2018,1," 진짜 업데이트 어느업체가 했나요... 이전까지 잘 이용해왔는데 대여소 검색도 안되고 대여방법은 도대체 알수도 없고... 이제 이용 
안하려 합니다"
1025,yongho park,11/07/2018,1," 따릉이 앱 개악. 기존 앱도 무겁고 그리 좋다고는 생각 안했기에 이번 업데이트를 기대했습니다. 그러나 막상 실체는 왜 국민들이 정부를 
불신하는지 잘 알려주는 사례였다고 생각합니다. 기존 앱보다도 더 느려짐, 처음 봤을 때 제대로 사용할 수 없을 정도로 퇴화한 
인터페이스. 이거 스마트폰 비율에 맞춰서 설계하긴 한 겁니까? 그리고 첫 시작시 나오는 지도가 화룡점정이라 할 수 있겠네요. 따릉이 
대여소 위치를 찾는 방법이 있다는 것은 좋지만 이것을 왜 시작 페이지에 넣습니까? 별도의 페이지를 만드는 게 백배천배는 나았을 겁니다. 
이...전체 리뷰따릉이 앱 개악. 기존 앱도 무겁고 그리 좋다고는 생각 안했기에 이번 업데이트를 기대했습니다. 그러나 막상 실체는 왜 국민들이 정부를 
불신하는지 잘 알려주는 사례였다고 생각합니다. 기존 앱보다도 더 느려짐, 처음 봤을 때 제대로 사용할 수 없을 정도로 퇴화한 
인터페이스. 이거 스마트폰 비율에 맞춰서 설계하긴 한 겁니까? 그리고 첫 시작시 나오는 지도가 화룡점정이라 할 수 있겠네요. 따릉이 
대여소 위치를 찾는 방법이 있다는 것은 좋지만 이것을 왜 시작 페이지에 넣습니까? 별도의 페이지를 만드는 게 백배천배는 나았을 겁니다. 
이 앱 개발하는데 얼마 들였나 알고 싶네요. 진짜 자연스럽게 횡령, 일거리 몰아주기가 떠오르게 만드는 끔찍한 어플입니다. 무료도 아니고 
돈 내고 이런 앱을 써야한단 사실이 화가 납니다."
1084,전영옥,11/07/2018,1, 업뎃하기전 어플은 괜찮았는데 업뎃후 자전거가 안빌려지네요 대여소며 예약버튼이며 다 안떠서 쓸수가 없어요
1663,신동갑,11/07/2018,1, 로그인을 할라니까 틀린 아이디래서 찾아보면 맞는 아이디고 비번이 틀렸나싶어서 임시비번받아서 하니까 그것도 안되고 어떻게 쓰라는거지ㅋ
520,Google 사용자,12/07/2018,1," 따릉이가 여기저기 많은것에 비해 어플이 따라가지를 못하네요. 자전거 빌리는데 시간이 너무 많으 들어요. 어플이 너무 느려요. 이번에 
업데이트 중이신거 같은데 위치를 나타내는 물방울 모양은 뜨지도 않고 QR코드는 읽지도 못하고 도대체 세금을 어떻게 사용해서 개발하는건지 
모르겠네요."
541,Juan Jang,12/07/2018,2," 앱 불편합니다. 백그라운드에서 다시 실행하면 메뉴 들어가지지도 않고, 앱 실행하면 gps설정은 두번이나 팝업창 뜨고 어떤 메뉴 
들어갔다가 나오면 또 나오고.. gps설정같은건 앱 설정에서 꺼놓게 하고 팝업창 매번 띄우지 마세요.. 그리고 대여소 검색을 지역구로 
검색하기 하는데도 대여소 이름으로 검색되는거.. 업데이트 해주세요. 따릉이 자주 이용하는사람은 현재 앱 아주 불편합니다"
954,제임스효든,12/07/2018,1, 아니 업데이트 이후에 지도에 따릉이 대여소가 안떠요 왜 쓸데없이 이런일을하죠?
1066,Yungyeong Lee,12/07/2018,1, 계속 로딩중... 따릉이는 편리하고 좋은데 앱이 늘 문제에요. 앱 환경관리에 더 신경쓰셔야겠어요.
1707,김현수,12/07/2018,1, 다시 만들어라..제발
725,설진우,13/07/2018,1, 업데이트하고 나서 부터 지도에 대여갯수 현황이 전혀 업데이트가 되지않음 한마디로 기능 정상이 작동안됨 이따구로 만들려면 때려치워라
761,오한나,13/07/2018,1, 업데이트 이후에 사용할 수가 없어요 한달 정기권해뒀는데 아예 사용을 못하고 있습니다..최악이에요 정말
774,김기성,13/07/2018,1, 앱 만든 사람들 도대체 누구냐. 시 사업 위탁을 어디다 주는거야. 검색 제대로 되지도 않고 느려서 진행도 안되네.... 하...개빡..
930,jongsung park,13/07/2018,3, 자동로그인해놓고 비밀번호 변경시 앱을 키면 로그인실패하면서 다른 행동 아무것도 못하는 버그가 있습니다...
980,박나래,13/07/2018,3, 이용권 사용하고 남은시간도 확인할수 있었으면 좋겠어요. 그리고 앱이 너무 느려요.. 앱기능 향상 좀....
1362,U J,13/07/2018,2, 앱을 정말 대충만드셨네요
1680,최하문,13/07/2018,1, 데이터 있는데 접속안된다 욕나온다
574,레서팬더,14/07/2018,1," 의견 잘 안남기는 사람인데도 남깁니다. 도대체 대여소를 어떻게 찾으라는거죠? 데이터 무제한인 저도, 지도만 켜면 렉걸리고 대여소위치는 
뜨지도 않습니다. 차라리 예전버전이 훨씬 낫네요. 빨리 해결을 해주시든해야죠. 사람들 의견은 듣지도 않습니까"
772,Google 사용자,14/07/2018,1," 개편 전에도 거지같았는데 전혀 필요없는 지도는 왜넣었는지 모르겠고 로그인은 왜 해도해도 자꾸 풀리는지 모르겠고 qr코드인식은 하루종일 
들이대고 있어도 안되고 덕분에 요즘 대여소에 따릉이가 가득해진듯 ^^"
794,권성욱,14/07/2018,1, 최악.. 한번 켤때마다 데이타 몇메가씩 나감. 비싼 세금으로 이따위로 밖에 못만드나.
867,오징어,14/07/2018,1," 어플도 엉성하고 지도에 대여소 자체가 안뜨고 오류에 오류오류오류... QR코드도 안먹히고 돈만 뜯어가네요 천원날린것보다 길에서 낑낑거린 
시간이 너무 아깝네요 개발자 패버리고 싶은 심정입니다"
937,Google 사용자,14/07/2018,1, 빌리는데 30분 걸려도 먹통이고 집 그냥 가네요 뭐가 작동해야 빌리지 진짜 최악
1094,오늘의선택,14/07/2018,1, 오류가 너무 많이나요. 큐알코드도 안되고 지도에 물방울표시도 안뜨고
881,권사과,15/07/2018,1, 도대체 어떻게 쓰라고 바꾼건가요?? 검색도 안되고 물방울?은 표시고 없고 불편하게 바꿀거면 왜 바꾼거죠???????????
646,자밭감,16/07/2018,1," 도데체 서울시에서는 어떤라인을 타고 앱개발처 선정해서 이따위 쓰레기 프로그램을 짜놨나. 개인 프리랜서 개발자에게 부탁해도 이것보단 
낫겠다. 썩어빠진 인맥으로 짰나? 개발비는 엄청 퍼다줬겠지?"
662,Sang Tai Park,16/07/2018,1," 어플에 리뷰 잘 안남기는 편인데.. 이 앱은 리뷰를 부르네요. 별을 어쩔 수 없이 1개를 넣어야해서 넣었지, 0개도 아깝네요. 대여소가 
어디 있는지 지도에서 찾지도 못하고, 즐겨찾는 대여소 기능도 안되고.. 아무것도 안되고, 오직 qr코드 대여만 가능 ㅠㅠ 빨리 앱이라도 
개선해야지, 앱 업데이트도 안하고.. 최악. 정기권 물어내야 할 듯"
703,양은혜,16/07/2018,1," 업데이트 후 반납인식율도 떨어지고 즐겨찾기도 안나오고 첫화면이 지도라서 위치 안켜두는 저에겐 버벅임 최강이네요 어차피 작은 스마트폰으론 
하는게 한정돼있으니 복잡한건 다 홈페이지로 돌리고 어플은 가볍게 만드세요"
712,나,16/07/2018,1," 따릉이 시스템은 좋음 근데 앱이안열림 어쩌자는거? 로딩하는데 오조억년걸리고 진짜 대환장임 로딩 분명 다 됬는데 계속 로딩한다고 안열림 
어쪼라고"
820,박수찬,16/07/2018,1," 교통정보도 제대로 안뜨고, 로그인도 매번해야함. 아이디저장도안됨. 결제도 매번 카드번호적어야하고. 서울시 공무원 일 제대로좀 해야할듯."
827,Mookie Innovator_,16/07/2018,1, 그냥 최악임 재다운로드해도 실행이 안되는 것응 물론이거와 오류를 알아볼려해도 고객센터 전화조차 받지 않음. 그냥 한마디로 최악
947,theta Trigo,16/07/2018,1, 앱 개선좀하세요 걸핏하면 초기화면에서 멈추고 대여예약 잘못하면 멍텅구리 자전거 되고
1054,김종천,16/07/2018,1, 최악 어플만드새끼들 사형 시켜라 쓰레기같은놈들
1682,ss ff,16/07/2018,1, 임시비밀번호 보냈다는데 5분이지나도 소식이없다 쓰레기
551,haein O,17/07/2018,1," 애지간하면 후기안남기는데 빡쳐서 남겨요. 자전거 빌릴려고 결제 다 해놨는데 어플이 안열리는건 무슨경우죠? 날씨도 더워죽겠는데 더 
짜증나네요."
842,john kim,17/07/2018,3," 자전거 빌리는데 gps 항상 켜둘필요 없자나요... 메인에서 그만좀 물어보게 해주시고, 단말기 오류는 어쩔수 없는거 알겠는데 핸드폰에서 
버그는 좀 잡아주세요. 그리고 메인에 서울시청 중심 말고 마지막으로 빌렸던 위치로 표시되면 더 좋울거같아요"
1069,Kris KimNada,17/07/2018,1, 아직도 손을 안보고 있네요. 너무하네요. 앱 좀 어떻게 해보세요. 사용할수가 없어요.
1111,Hongseok Choi,17/07/2018,1," 박원순이 이앱 이렇게 만들거 알고는 있냐?? 완전히 쓰레기로 업데이트 해놨네. 세금으로 만들었을텐데 누가 쳐먹은거냐?? 개발한 비용 
회수하고 예전앱으로 돌려놔라"
1129,Al So,17/07/2018,1, 업데이트되고나서사용하기완전어려워짐
1243,Gardenstone TV,17/07/2018,1, 잘 쓰던 모바일 티머니 결제 기능은 도대체 왜 사라진 것인가요..?
1384,이유나,17/07/2018,5, 전 잘되는데.. 따릉이 넘 좋아요!!
709,김지용,18/07/2018,2, 가끔 이유없이 어플 작동이 안되서 난감함. 어플에 돈좀 들이세요...
717,이홍규,18/07/2018,1," 나만 문제가 있는게 아니었군요.서울시에서 만든앱이 이모양 이꼴이라니 놀랍습니다. 이전버젼 보다 불안정하고 사용하기 불편한 앱이라니. 
박시장님 명성에 먹칠하는 실무진들 반성하고 즉각 새로 개발해서 업그레이드하기바랍니다.급할때 버벅거리고 지금은 포기하고 버스타고 가는중 
요즘이 어떤 시대인데 이런 후진 앱이 서울시 공인으로 나오다니. 최악의 앱"
1056,쥬스사과,18/07/2018,1, 지도 좀 잘뜨게 해주세요. 지도만 뜨려고 하면 멈춰버려서 앱을 쓸 수가 없어요.
1688,Chris Park,18/07/2018,1, 쓰레기 오브 쓰레기. 세금쳐먹고 이딴거 만드냐
961,홍승희,19/07/2018,1, 앱 업데이트 왜 한건지 모르겠네요 더 찾기 힘들어지고 복잡해져서 너무 짜증나요
1002,박홍빈,19/07/2018,1, 진짜 어플이 너무 별로임. 뭐가 어딨는지도 모르겠고 사용이 굉장히 불편한 어플
1236,Google 사용자,19/07/2018,1, 3d로는 이용하기가 너무 까다로움. 트래픽 잘 소화하도록 프로그래밍을 잘 짜야.
898,Sense Flow,20/07/2018,1, 업데이트후에 더 엉망이에요 지도에 차량대수도안나오고 전에 앱도 엉망이지만 더욱 엉망으로 바뀌었네요
943,이상철,20/07/2018,1, 이거 담당하는 공무원 징계하세요..한달째 속 뒤집어지고 있어요..시민의 불편을 이런식으로 뭉게도 되는겁니까?
970,김갱철,20/07/2018,1, 리뷰 처음 남겨봅니다 멀쩡히 잘만되던 걸 왜 개편해서 더 불편하게 만드셨나요?
1257,Google 사용자,20/07/2018,1, 앱을 업데이트해서 애자처럼 만들어놓음
583,김성용,21/07/2018,1," 도저히 이해가 안가서 글남깁니다. 로그인 유지가 왜 안되는건가요?? 켤 때마다 매번 새로 로그인해야해서 몹시 짜증납니다. 어차피 
안될거면 차라리 로그인 유지 체크박스를 없애세요. 그게 뭐 어려운 기능이라고 개발자는 대체 뭐합니까?"
680,백우리,21/07/2018,1," 진짜 병1신같은 앱중에 가장 최고입니다 데이터 처먹는것도 그렇고 그냥 쓰기불편한것도 있고 무엇보다 가장 중요한 결제도 안되고 인식도 
안되고 걍 다 쓰레기 입니다. 사람들이 많이 타고다니길래 한번 써볼까 했는데 이거 하고나서 탈맘 싹 없어지네요."
853,Google 사용자,21/07/2018,1, 꼴에 공공기관 앱이라고 진 짜 성능 구리게 만들었네요. 3분 넘게 로딩중이라고 뜨는게 말이 돼요? 앱 개발한 사람들 반성하세요
973,박민규민규,21/07/2018,1, 청소년은 이용할수 없는시스템에 결재방법은 복잡하고 앱이 관리가 안되서 오류가 수없이많음 세금이 아깝다
972,KKU BU,22/07/2018,1, 쓰레기 . 끝. 어떻게 만들면 렉이 엄청나군요. 뭐 쓰질 못하겠습니다. 업데이트 전이 좋았던 것 같아요 . 쓰레기처럼 만든 개발자님
992,Artcoon MartinHan,22/07/2018,1, 아이디 찾기 문자도 오지 않고 앱에 오류가 많은데 개선 안하나요?
728,꿀배당,24/07/2018,1," 리뷰 처음 남겨봅니다. 이렇게 많은 사람들이 불편하다고 하는데 그에대한 답변도 없고 고치는 점도 없는건 정말 너무 하는거 아닌가요? 
어플로 결제하려하는데 이용약관 체크란이 왼쪽 끝부분에 있어서 눌러지지도 않아요 자꾸 옆에 있는 추가요금사항만 누르게 됩니다. 좀 
고쳐주세요. 시민들 애로사항을 해결하려 만든걸 애로사항을 늘리기만 하면 어떡합니까"
821,김형석,25/07/2018,1, 자전거 현황도 안 보이고 빌리는데 오류도 엄청 많고 앱때문에 따릉이를 쓸수가 없네요 왜 업데이트를 해가지고 이 사단이 났는지 알수가 없네
1389,Hangang Song,25/07/2018,1, 탈퇴후재가입. 자동로그인. 기본아닌가요... 후
1687,구동건,26/07/2018,1, 어플 쓰레기다 진짜 누가 만들었냐
1163,Google 사용자,27/07/2018,1, 실행이안돼서 지웠다다시깜
1208,신윤정,27/07/2018,3, 잘 사용하고있음 하지만 잦은 서버 오류로 더위에 핸드폰 붙잡고 계속 서있게 만듬..
1315,br k,27/07/2018,3, 아 앱 웰케 자주 먹통되요.. 서울시 업체 제대로 관리하는거 맞나요????
865,믕믕,28/07/2018,1," 큐알코드 찍어서 대여할려니까 안된대~ 그렇다고 대여소 위치 찍어서 대여한다한대도 안된대~ 알려주는 방식도 ㄹㅇ 불친절하고 업뎃전이 
훨나은거같다 진짜ㅋㅋㅋ 대여할려다가 시간만 잔뜩버렸네"
872,XOrdi Ugly,29/07/2018,1, 갑자기 왜 이렇게 앱이 무거워진건지 모르겠네여 대여소 확인부터 너무 힘들어졌어요 무슨 업데이트를 한거죠 ㅠㅠ
906,권현수,29/07/2018,1, 업데이트 전이 편했는데 지금은 조잡하기만하고 자전거가 어디에 있는지 빌리고싶어도 물방울 표시가 안보여요
990,퐈라딘,29/07/2018,2, 지도에 물방울 모양이 안보여요 qr코드 아니면 대여 불가네요 전
1138,초팔,29/07/2018,1, 앱이 로딩에서 안넘어가요 최악
713,뉴보스,30/07/2018,1," 옛날엔 불편한 앱이었는데 업데이트 이후로는 불능한 앱이네요... 지도에는 물방울이 뜨지도 않고 지도 확대하면 멈추고.. 불편하지만 
그래도 작동이 됐던 업데이트 전이 낫네요"
640,Google 사용자,31/07/2018,3," 앱이 상당히 무겁습니다. 버벅버벅 너무 느리네요. 그리고 앱을 종료하려면 메인화면에서 뒤로가기 하면 종료창이 떠야하는데 이거 앱에서 
다른내용 확인후에 종료하려면 실행했던 내역들 다시 뒤로가기후에 처음 시작할때 메인으로 돌아가야 종료를 할수있네요. 너무 불편합니다. 
개선이 되어야 할듯하네요. 따릉이는 잘타고 있습니다. 앱만 개선 된다면 최고일듯합니다. 그리고 자동로그인 계속 풀리고;;;; 앱실행하면 
로딩중에서 먹통나면 재설치해야 합니다;;;;"
850,이동우,31/07/2018,1," 이거 만든 업체 누구냐? 얼마 받았는지? 진심 뭔 앱이 참 답답하게 만드는지 따릉이 찾는걸 왜 다른앱으로 찾아야 하는지 평점2점이면 
반성하고 피드백을 받고 해야지"
1132,모리유,31/07/2018,1, 앱 진짜 거지같아요. 뭐 이따구로 만듭니까?
1198,박주원,31/07/2018,1, 앱을 진짜...사람 승질나게 만들어줌
1242,이현세,31/07/2018,1, 필요할때를 노려서 오류떠서 택시타게만들는 어플
750,Ys Gk,01/08/2018,2, 데이터 너무 먹네요.한번 빌리고 타서 놔두는데14메가 먹습니다. 지도 참조 안해도 되게 바꿔주세요.
889,이진영,01/08/2018,1," 아니 할거면 좀 간단하게 만들던가 아님 확실하게 바로 할수있게 하던가 회원이든 비회원이든 결제할라하면 오류뜨고 지혼자 꺼지고 이따구로 
만들거면은 따릉이 서비스 종료해라 그냥 탈려는 마음도 쏙 들어가게만드는 앱 진심"
711,석이,02/08/2018,1," 반납하고나서 1분동안 어플 아무것도 안되는거 왜 해놨나요? 대여하고나서 잠금장치 안풀릴때도 많고 고장률도 높은데 그럴때마다 1분 또 
기다려서 빌려야하나요?"
797,에헷,03/08/2018,1, 앱을 뭐같이 만들어놓고 리뷰확인은 하는건지 모르겠네요. 업데이트하고부터 QR코드 인식 안되고
1368,Google 사용자,03/08/2018,1, 너무느려요.
745,이지연,05/08/2018,1," 진짜최악임ㅋㅋㅋㅋㅋ결제도 너무불편하고 수신한대여번호 입력하라는데 대여번호 오지도 않음 더워디지겠는데 30분동안 씨름하다 
결국포기함ㅋㅋㅋㅋㅋㅋ"
1055,jin park,07/08/2018,1, 이걸 앱이라고 등록했냐? 처음이지만 빌릴려고 이 새벽에 벌써 30분째 삽질하고 있다 오기가 나서 될때까지 할런다 쓰레기들아!!!
1010,u kyeom kim,08/08/2018,1, 진짜 개 쓰레기어플 이러라고 내 세금 처 썼냐 진짜??어휴 하는게 뭐냐 공무원들은
1124,김동영,08/08/2018,2, 앱이 최근 바뀌고 지도에 근처 대여소와 즐겨찾는 대여소가 안떠요.
1323,최찬진,08/08/2018,1, 앱 진짜 구대기다
654,이소민,09/08/2018,1," 앱좀제대로 만드세요 카톡으로 로그인하는데 자동 로그인안되서 매번 아이디비번치고 승인받아야 로그인되고요 에러도 많아서 못타고 걸어간적 
여러번입니다 이럴거면 무제한 결제 왜만들었죠?? 정식으로 따릉이 담당자한테 문제 제기해서 서울시 세금 제대로 쓰라고 하고 싶어요 헬맷이 
문제가 아니라 앱이나 제대로 만드세요"
706,삼인,09/08/2018,1," 오류가 발생했다고 하면서 대여가 되지 않습니다. 1달 결제를 했는데 매우 실망스럽고 돈만 날렸네요 서울시에서 좋은 자전거 대여를 만들고 
앱을 이렇게밖에 못 만들다니 실망입니다"
836,고아윤,09/08/2018,2, 왜 로그인이 안되죠 카톡이나 네이버로 로그인이 안되네요 계속 오류라고뜨고 평소에도 로딩중만 엄청 나오는데 언제 고치시나요
900,재밌는영상만봅니다,09/08/2018,1, 이거 일일권빌렸는데 앱고장났다고떠서 빌리지도못하네요 서울시에서 만든앱인데 왜이러죵?
975,빵조,09/08/2018,1, 따릉이 욕먹어야합니다. 욕많이 먹고 개선좀 하세요 관계자여러분
1216,김도연,09/08/2018,1, 진짜 최악이네요 로그인안돼서 인터넷으로 로그인하니까 인터넷도 안되고 세금으로 뭐하는거임?
1253,Dis Tar,09/08/2018,1, 로그인 관해서 오류도 너무 많고 속도도 너무 느리네요
517,정민정,10/08/2018,1," 더워서 한동안 안쓰다 쓰려고 어플켰더니 뭐 되는 기능이 없네요... 어떤 개발자를 쓰길래 앱이 이렇게 안되며 오류를 고치지도 않나요? 
그전에도 편리한 앱은 아니었지만 지금은 너무 심하네요. 따릉이 좋아하는데 이건 진짜 아니라는 생각이 듭니다. 차라리 스마트따릉이 
개발자님을 고용사시면 훨 나을 것 같네요"
522,yb Yoon,10/08/2018,1," 로딩중 계속 뜨는데 이따위로 어플 만들어놓고 사용하라는건 심각한 있는거 아닌가? 제작비용 제대로 집행된거 맞음? 어플리케이션관리에서 
종료했다 삭제도 해봤다가 하면서 앱재시작 별짓을 다 해도 로그인 되다말다 ...."
1152,Seonghwan Cho,10/08/2018,1, 주변 대여소가 안나옵니다. 이걸 돈 주고 만든건 아니죠??
776,식식,11/08/2018,1," 학교 수업시간에 어플만드는데 학생들이 훠얼씬 잘만들겠다 디자인, 버튼, 절차구동 나은점을 도통 모르겠으나 어쩔수없이 사용하니 쓴다만 
부디 당신들이 잘해서 쓰는건 아니라는 마음이 전해졌으면 좋겠다."
1227,조희정,11/08/2018,1, 업뎃된 후 최악임.
782,최수원,13/08/2018,1, 앱 최악 느려터지고 ux전혀 고려안함 짜증나서 폰집어던지겠음 원숭이가 만들었니?ㅜ
1103,Park낙타,15/08/2018,1, 로그인좀 잘 되게해주세요 매번 아이디 비번치기 귀찮아요
1048,박동주,16/08/2018,1, 왜 업뎃을해서 바꿔요 더 불편해졌네요 하
1140,Minjung Kim,16/08/2018,1, 1시간에 1천원인데 30분 초과되면 1600원 초과 됌.. 500원 초과 정도가 적당해 보임 ㅜ
540,Google 사용자,17/08/2018,1," 태어나서 앱 리뷰 처음 씁니다. 아이디 비번을 까먹는 순간 핸드폰 번호를 바꾸기 전에는 다시 이용할 수가 없습니다. 아이디 비번 찾기가 
오로지 핸드폰 번호로 인증받기밖에 없는데.... 인증번호가 안와요. 수십번 해도 안와요. 몇날 며칠을 눌러도 안와요. 네이버 페북 카톡 
연동 시켜도 그리로 로그인하면 이미 가입한 번호라 그러고 비회원 결제도 막아놓음. 핸드폰이랑 나랑 아주 물아일체야. 그러면 인증번호를 
받게 해주든가. 시에 세금을 그럴게 내고 따릉이를 탈 수가 없다....."
826,An꼬마유령,17/08/2018,1, 진짜 업데이트 왜 이렇게 하는거죠? 앱킬때마다 gps물어보는것도 짜증나고 솔직히 전 버전이 훨씬 이용하기 편하네요 당장 바꾸길 간청드려쇼
935,Google 사용자,18/08/2018,1," 어플 업그레이드에 돈 좀 쓰세요... 돈 들여 자전거랑 거치대 다 만들어놓고 어플 때문에 자전거 사용 못하게 만들 일 
있습니까...... 세상 모든 어플 통틀어 최악의 어플이에요"
1147,DoHyeong Kim,18/08/2018,1, 뭔18 회원가입 문자 인증번호가 재송신 눌러도 12시간째 한번를 오질 않네. 쓰지 말라는거지?
1410,Google 사용자,18/08/2018,5, 좋아요^*^
648,바이럴몬스터,19/08/2018,2," 따릉이 좋은데 어플 진짜 쓰레기.. 결제했는데 혼자 취소신청 되있고 어플 내릴때 마다 재로그인 해야되서 카톡아이디라 그런가 싶어 탈퇴후 
어플자체에서 회원가입하려니 이미 등록된 번호라고 가입불가 이전 아이디 로그인 하려니 오류로 로그인 불가 도대체 어떻게 
이용하라는건지????"
657,Google 사용자,19/08/2018,1," 제발 딴 거 다 참을만 한데요 왜 자꾸 들어갈 때마다 로그인 하라고 하죠? 분명 로그인 상태 유지를 누르고 로그인하는데도 불구하고 
자동으로 로그아웃되네요 맵 좀 고쳐주세요 제발"
724,고은성,19/08/2018,1, 정말 최악의 앱! 문자 인증이 안된다!
1203,Google 사용자,19/08/2018,1," 아… 너무하다 차라리 예전버젼으로 돌려놓저 너무 불편하다 반납해도 늦게 인식되서 다시빌리려해도 앱 몇번 껃다켜야하고 지도는 왜 첨에 
띄워가지고 위치인식창 두세번 닫게하냐 ㅡㅡ 개발자 따릉이 타보지도 안은사람인가 빨리빨리빌려야되는데 겁나 느려 아오 빡쳐 다시 만들돈지 
다시 되돌리던지 으~ 겁나 메뉴들도 눈에 잘 들어오지도 않는다"
908,원이,20/08/2018,1," 그냥 쓰레기 결제를 하면 그자리에서 바로바로 탈수있게끔 해줘야하는데 결제해야되고 지도도 렉걸려서 안되고 찾아서 해야되고 20분 걸리고 
그냥 환불함 개 그지쓰레기 앱"
1672,이현주,21/08/2018,1, 대여번호8자린 도대체 왜 어디에있는건가요?
1327,Google 사용자,23/08/2018,5, 밑에 도착했어요
1376,박숙경,23/08/2018,5, 따릉이 잘 타고있어요!!
1270,MraMra Yi,24/08/2018,1, 어플이 매일 로딩중에서 안넘어가요
739,이주현,25/08/2018,1," 진짜 잘 만든 정책을 앱이 가 망친다는 생각밖에 안 듭니다. 도대체 회원가입 만든 개발자는 아이디 저장 기능을 뺀 거죠? 임금 아끼려고 어중이떠중이 데려다 시킨 건지... 정부 앱 개발자들은 다 낙하산인건지 의심이 들 정도네요. 따릉이 기능은 정말 좋은데 앱을 키자마자 지도 띄워서 렉걸리게하는 건 기본이고 쓸모도 없는 아이디 저장 기능, 카드도 매번 등록해야 하니 좋은 정책을 앱이 신명나게 밟아버릴 정도입니다. 제가 앱 개발을 하는 사람은 아니지만 프로그래밍을 만지는 사람으로서 정말 이렇게 실망스러울 수가 없습니다. 그나마 정부에서...전체 리뷰진짜 잘 만든 정책을 앱이 가 망친다는 생각밖에 안 듭니다. 도대체 회원가입 만든 개발자는 아이디 저장 기능을 뺀 거죠? 임금 아끼려고 어중이떠중이 데려다 시킨 건지... 정부 앱 개발자들은 다 낙하산인건지 의심이 들 정도네요. 따릉이 기능은 정말 좋은데 앱을 키자마자 지도 띄워서 렉걸리게하는 건 기본이고 쓸모도 없는 아이디 저장 기능, 카드도 매번 등록해야 하니 좋은 정책을 앱이 신명나게 밟아버릴 정도입니다. 제가 앱 개발을 하는 사람은 아니지만 프로그래밍을 만지는 사람으로서 정말 이렇게 실망스러울 수가 없습니다. 그나마 정부에서 주관한 정책이니 지속적인 업데이트로 단점들이 보완되는 것을 기대해 봅니다. 그냥 새로 만드는 것도 방법이죠."
607,정승우,26/08/2018,1, 제발 서울시는 앱에 추가로 사용방법을 써두면 좋겠습니다. 앱을 막 다운받고 설명도 부실해서 자전거 대여하는데 30분이상이 걸렸습니다. 앱 디자인 관련으로 인원이라도 새로 뽑으세요 정말 그냔 좋은 업체좀 고용합시다 제발 세금 처막지 말고
1653,Rae Kim,26/08/2018,2, 카카오 계정으로 로그인할 때 '로그인 상태 유지'에 체크해도 유지가 안 되어서 매번 새로 로그인해야 합니다. 고쳐주세요.
1303,JeongHyun Lee,27/08/2018,3, 글씨 크기가 너무 작아요
1240,Google 사용자,31/08/2018,1, 진짜엿같아여ㅡㅡ 앱에 오류가넘많음
1684,Aios Z,31/08/2018,1, 인증번호가 안와 앱 만들꺼면 똑바로 일했으면 좋겠다
887,Jayeon Kim,01/09/2018,2, 아침내내 로딩중이라고만 뜨네요. 데이터로도 켜 보고 와이파이로 잡아서 켜 봤는데도 로딩이 안 돼요. 갑자기 왜 이러는 거죠?
869,김영민,02/09/2018,1," 앱 바뀌고 최악됐습니다. 교통카드 결제 기능도 사라지고, 앱 내에서 지도 및 남은 자전거 조회가 렉때문에 사실상 불가능해졌습니다."
883,Soro Colli,02/09/2018,1, 와 이렇게까지 쓰는데 불친절한 어플은 처음 봄 ㄹㅇ 제발 전문가를 써라 돈 다 어따 쓰냐
1340,페라도,02/09/2018,3, 인증번호가 안오는데 왜그런거죠
1665,김홍중,03/09/2018,3, 앱 시작시 무한로딩때문에 쓰고싶을때 바로 쓸수가없습니다..
1399,안장우,04/09/2018,2, 답답함
672,조영걸,05/09/2018,1, 최악인 것 같네요. 설치하고 실행하는데 계속 로딩 중이라고만 나오고... 이래가지고 어디 사람들이 제대로 쓸 수나 있을지 의문입니다.
974,메뽀,05/09/2018,1, 아이디찾기하면 앞세글자만 표시되고 나머지 별표처리되면 아이디를 찾아주겠다는건지 말겠다는건지 자꾸틀리다고 로그인도안되고 비번찾기할때 아이디랑 폰으로온 인증번호 입력해도 정보가없다하니 아이디 잘못오타나서 가입된것같은데 정작 아이디찾기할때 아이디 *표시라 찾을수도없고 다시회원가입할수도없고 진짜 답답하고 화나네요
1137,시모어,05/09/2018,1, 누가 만들었는지 진짜 한숨만 나온다
