,user_name,date,rating,thumbs_up,review_text
839,뉴보스,2018년 7월 30일,1,1,"옛날엔 불편한 앱이었는데 업데이트 이후로는 불능한 앱이네요... 지도에는 물방울이 뜨지도 않고 지도 확대하면 멈추고.. 불편하지만 
그래도 작동이 됐던 업데이트 전이 낫네요"
840,권현수,2018년 7월 29일,1,0,업데이트 전이 편했는데 지금은 조잡하기만하고 자전거가 어디에 있는지 빌리고싶어도 물방울 표시가 안보여요
841,퐈라딘,2018년 7월 29일,2,0,지도에 물방울 모양이 안보여요 qr코드 아니면 대여 불가네요 전
842,XOrdi Ugly,2018년 7월 29일,1,0,갑자기 왜 이렇게 앱이 무거워진건지 모르겠네여 대여소 확인부터 너무 힘들어졌어요 무슨 업데이트를 한거죠 ㅠㅠ
843,초팔,2018년 7월 29일,1,0,앱이 로딩에서 안넘어가요 최악
844,믕믕,2018년 7월 28일,1,0,"큐알코드 찍어서 대여할려니까 안된대~ 그렇다고 대여소 위치 찍어서 대여한다한대도 안된대~ 알려주는 방식도 ㄹㅇ 불친절하고 업뎃전이 
훨나은거같다 진짜ㅋㅋㅋ 대여할려다가 시간만 잔뜩버렸네"
845,신윤정,2018년 7월 27일,3,0,잘 사용하고있음 하지만 잦은 서버 오류로 더위에 핸드폰 붙잡고 계속 서있게 만듬..
846,Google 사용자,2018년 7월 27일,1,0,실행이안돼서 지웠다다시깜
847,br k,2018년 7월 27일,3,0,아 앱 웰케 자주 먹통되요.. 서울시 업체 제대로 관리하는거 맞나요????
848,구동건,2018년 7월 26일,1,0,어플 쓰레기다 진짜 누가 만들었냐
849,김형석,2018년 7월 25일,1,0,자전거 현황도 안 보이고 빌리는데 오류도 엄청 많고 앱때문에 따릉이를 쓸수가 없네요 왜 업데이트를 해가지고 이 사단이 났는지 알수가 없네
850,Hangang Song,2018년 7월 25일,1,0,탈퇴후재가입. 자동로그인. 기본아닌가요... 후
851,꿀배당,2018년 7월 24일,1,1,"리뷰 처음 남겨봅니다. 이렇게 많은 사람들이 불편하다고 하는데 그에대한 답변도 없고 고치는 점도 없는건 정말 너무 하는거 아닌가요? 
어플로 결제하려하는데 이용약관 체크란이 왼쪽 끝부분에 있어서 눌러지지도 않아요 자꾸 옆에 있는 추가요금사항만 누르게 됩니다. 좀 
고쳐주세요. 시민들 애로사항을 해결하려 만든걸 애로사항을 늘리기만 하면 어떡합니까"
852,KKU BU,2018년 7월 22일,1,0,쓰레기 . 끝. 어떻게 만들면 렉이 엄청나군요. 뭐 쓰질 못하겠습니다. 업데이트 전이 좋았던 것 같아요 . 쓰레기처럼 만든 개발자님
853,Artcoon MartinHan,2018년 7월 22일,1,0,아이디 찾기 문자도 오지 않고 앱에 오류가 많은데 개선 안하나요?
854,Google 사용자,2018년 7월 21일,1,0,꼴에 공공기관 앱이라고 진 짜 성능 구리게 만들었네요. 3분 넘게 로딩중이라고 뜨는게 말이 돼요? 앱 개발한 사람들 반성하세요
855,백우리,2018년 7월 21일,1,0,"진짜 병1신같은 앱중에 가장 최고입니다 데이터 처먹는것도 그렇고 그냥 쓰기불편한것도 있고 무엇보다 가장 중요한 결제도 안되고 인식도 
안되고 걍 다 쓰레기 입니다. 사람들이 많이 타고다니길래 한번 써볼까 했는데 이거 하고나서 탈맘 싹 없어지네요."
856,박민규민규,2018년 7월 21일,1,0,청소년은 이용할수 없는시스템에 결재방법은 복잡하고 앱이 관리가 안되서 오류가 수없이많음 세금이 아깝다
857,김성용,2018년 7월 21일,1,0,"도저히 이해가 안가서 글남깁니다. 로그인 유지가 왜 안되는건가요?? 켤 때마다 매번 새로 로그인해야해서 몹시 짜증납니다. 어차피 
안될거면 차라리 로그인 유지 체크박스를 없애세요. 그게 뭐 어려운 기능이라고 개발자는 대체 뭐합니까?"
858,김갱철,2018년 7월 20일,1,0,리뷰 처음 남겨봅니다 멀쩡히 잘만되던 걸 왜 개편해서 더 불편하게 만드셨나요?
859,Google 사용자,2018년 7월 20일,1,0,앱을 업데이트해서 애자처럼 만들어놓음
860,이상철,2018년 7월 20일,1,0,이거 담당하는 공무원 징계하세요..한달째 속 뒤집어지고 있어요..시민의 불편을 이런식으로 뭉게도 되는겁니까?
861,Sense Flow,2018년 7월 20일,1,0,업데이트후에 더 엉망이에요 지도에 차량대수도안나오고 전에 앱도 엉망이지만 더욱 엉망으로 바뀌었네요
862,홍승희,2018년 7월 19일,1,0,앱 업데이트 왜 한건지 모르겠네요 더 찾기 힘들어지고 복잡해져서 너무 짜증나요
863,Google 사용자,2018년 7월 19일,1,0,3d로는 이용하기가 너무 까다로움. 트래픽 잘 소화하도록 프로그래밍을 잘 짜야.
864,박홍빈,2018년 7월 19일,1,0,진짜 어플이 너무 별로임. 뭐가 어딨는지도 모르겠고 사용이 굉장히 불편한 어플
865,O'Jingger Muchimm,2018년 7월 18일,1,0,지도 좀 잘뜨게 해주세요. 지도만 뜨려고 하면 멈춰버려서 앱을 쓸 수가 없어요.
866,김지용,2018년 7월 18일,2,0,가끔 이유없이 어플 작동이 안되서 난감함. 어플에 돈좀 들이세요...
867,Chris Park,2018년 7월 18일,1,0,쓰레기 오브 쓰레기. 세금쳐먹고 이딴거 만드냐
868,이홍규,2018년 7월 18일,1,0,"나만 문제가 있는게 아니었군요.서울시에서 만든앱이 이모양 이꼴이라니 놀랍습니다. 이전버젼 보다 불안정하고 사용하기 불편한 앱이라니. 
박시장님 명성에 먹칠하는 실무진들 반성하고 즉각 새로 개발해서 업그레이드하기바랍니다.급할때 버벅거리고 지금은 포기하고 버스타고 가는중 
요즘이 어떤 시대인데 이런 후진 앱이 서울시 공인으로 나오다니. 최악의 앱"
869,Al So,2018년 7월 17일,1,0,업데이트되고나서사용하기완전어려워짐
870,Hongseok Choi,2018년 7월 17일,1,0,"박원순이 이앱 이렇게 만들거 알고는 있냐?? 완전히 쓰레기로 업데이트 해놨네. 세금으로 만들었을텐데 누가 쳐먹은거냐?? 개발한 비용 
회수하고 예전앱으로 돌려놔라"
871,Wonseok Jung,2018년 7월 17일,1,0,잘 쓰던 모바일 티머니 결제 기능은 도대체 왜 사라진 것인가요..?
872,haein O,2018년 7월 17일,1,2,"애지간하면 후기안남기는데 빡쳐서 남겨요. 자전거 빌릴려고 결제 다 해놨는데 어플이 안열리는건 무슨경우죠? 날씨도 더워죽겠는데 더 
짜증나네요."
873,Kris KimNada,2018년 7월 17일,1,0,아직도 손을 안보고 있네요. 너무하네요. 앱 좀 어떻게 해보세요. 사용할수가 없어요.
874,john kim,2018년 7월 17일,3,0,"자전거 빌리는데 gps 항상 켜둘필요 없자나요... 메인에서 그만좀 물어보게 해주시고, 단말기 오류는 어쩔수 없는거 알겠는데 핸드폰에서 
버그는 좀 잡아주세요. 그리고 메인에 서울시청 중심 말고 마지막으로 빌렸던 위치로 표시되면 더 좋울거같아요"
875,이유나,2018년 7월 17일,5,0,전 잘되는데.. 따릉이 넘 좋아요!!
876,김종천,2018년 7월 16일,1,0,최악 어플만드새끼들 사형 시켜라 쓰레기같은놈들
877,양은혜,2018년 7월 16일,1,1,"업데이트 후 반납인식율도 떨어지고 즐겨찾기도 안나오고 첫화면이 지도라서 위치 안켜두는 저에겐 버벅임 최강이네요 어차피 작은 스마트폰으론 
하는게 한정돼있으니 복잡한건 다 홈페이지로 돌리고 어플은 가볍게 만드세요"
878,ss ff,2018년 7월 16일,1,0,임시비밀번호 보냈다는데 5분이지나도 소식이없다 쓰레기
879,Sang Tai Park,2018년 7월 16일,1,0,"어플에 리뷰 잘 안남기는 편인데.. 이 앱은 리뷰를 부르네요. 별을 어쩔 수 없이 1개를 넣어야해서 넣었지, 0개도 아깝네요. 대여소가 
어디 있는지 지도에서 찾지도 못하고, 즐겨찾는 대여소 기능도 안되고.. 아무것도 안되고, 오직 qr코드 대여만 가능 ㅠㅠ 빨리 앱이라도 
개선해야지, 앱 업데이트도 안하고.. 최악. 정기권 물어내야 할 듯"
880,박수찬,2018년 7월 16일,1,0,"교통정보도 제대로 안뜨고, 로그인도 매번해야함. 아이디저장도안됨. 결제도 매번 카드번호적어야하고. 서울시 공무원 일 제대로좀 해야할듯."
881,Mookie Innovator_,2018년 7월 16일,1,0,그냥 최악임 재다운로드해도 실행이 안되는 것응 물론이거와 오류를 알아볼려해도 고객센터 전화조차 받지 않음. 그냥 한마디로 최악
882,theta Trigo,2018년 7월 16일,1,0,앱 개선좀하세요 걸핏하면 초기화면에서 멈추고 대여예약 잘못하면 멍텅구리 자전거 되고
883,나,2018년 7월 16일,1,0,"따릉이 시스템은 좋음 근데 앱이안열림 어쩌자는거? 로딩하는데 오조억년걸리고 진짜 대환장임 로딩 분명 다 됬는데 계속 로딩한다고 안열림 
어쪼라고"
884,자밭감,2018년 7월 16일,1,0,"도데체 서울시에서는 어떤라인을 타고 앱개발처 선정해서 이따위 쓰레기 프로그램을 짜놨나. 개인 프리랜서 개발자에게 부탁해도 이것보단 
낫겠다. 썩어빠진 인맥으로 짰나? 개발비는 엄청 퍼다줬겠지?"
885,권사과,2018년 7월 15일,1,0,도대체 어떻게 쓰라고 바꾼건가요?? 검색도 안되고 물방울?은 표시고 없고 불편하게 바꿀거면 왜 바꾼거죠???????????
886,레서팬더,2018년 7월 14일,1,0,"의견 잘 안남기는 사람인데도 남깁니다. 도대체 대여소를 어떻게 찾으라는거죠? 데이터 무제한인 저도, 지도만 켜면 렉걸리고 대여소위치는 
뜨지도 않습니다. 차라리 예전버전이 훨씬 낫네요. 빨리 해결을 해주시든해야죠. 사람들 의견은 듣지도 않습니까"
887,Gle Goo,2018년 7월 14일,1,0,"어플도 엉성하고 지도에 대여소 자체가 안뜨고 오류에 오류오류오류... QR코드도 안먹히고 돈만 뜯어가네요 천원날린것보다 길에서 낑낑거린 
시간이 너무 아깝네요 개발자 패버리고 싶은 심정입니다"
888,오늘의선택,2018년 7월 14일,1,1,오류가 너무 많이나요. 큐알코드도 안되고 지도에 물방울표시도 안뜨고
889,권성욱,2018년 7월 14일,1,1,최악.. 한번 켤때마다 데이타 몇메가씩 나감. 비싼 세금으로 이따위로 밖에 못만드나.
890,Google 사용자,2018년 7월 14일,1,0,빌리는데 30분 걸려도 먹통이고 집 그냥 가네요 뭐가 작동해야 빌리지 진짜 최악
891,Google 사용자,2018년 7월 14일,1,1,"개편 전에도 거지같았는데 전혀 필요없는 지도는 왜넣었는지 모르겠고 로그인은 왜 해도해도 자꾸 풀리는지 모르겠고 qr코드인식은 하루종일 
들이대고 있어도 안되고 덕분에 요즘 대여소에 따릉이가 가득해진듯 ^^"
892,오한나,2018년 7월 13일,1,1,업데이트 이후에 사용할 수가 없어요 한달 정기권해뒀는데 아예 사용을 못하고 있습니다..최악이에요 정말
893,설진우,2018년 7월 13일,1,1,업데이트하고 나서 부터 지도에 대여갯수 현황이 전혀 업데이트가 되지않음 한마디로 기능 정상이 작동안됨 이따구로 만들려면 때려치워라
894,박나래,2018년 7월 13일,3,0,이용권 사용하고 남은시간도 확인할수 있었으면 좋겠어요. 그리고 앱이 너무 느려요.. 앱기능 향상 좀....
895,김기성,2018년 7월 13일,1,1,앱 만든 사람들 도대체 누구냐. 시 사업 위탁을 어디다 주는거야. 검색 제대로 되지도 않고 느려서 진행도 안되네.... 하...개빡..
896,최하문,2018년 7월 13일,1,0,데이터 있는데 접속안된다 욕나온다
897,U J,2018년 7월 13일,2,0,앱을 정말 대충만드셨네요
898,jongsung park,2018년 7월 13일,3,0,자동로그인해놓고 비밀번호 변경시 앱을 키면 로그인실패하면서 다른 행동 아무것도 못하는 버그가 있습니다...
899,Juan Jang,2018년 7월 12일,2,3,"앱 불편합니다. 백그라운드에서 다시 실행하면 메뉴 들어가지지도 않고, 앱 실행하면 gps설정은 두번이나 팝업창 뜨고 어떤 메뉴 
들어갔다가 나오면 또 나오고.. gps설정같은건 앱 설정에서 꺼놓게 하고 팝업창 매번 띄우지 마세요.. 그리고 대여소 검색을 지역구로 
검색하기 하는데도 대여소 이름으로 검색되는거.. 업데이트 해주세요. 따릉이 자주 이용하는사람은 현재 앱 아주 불편합니다"
900,Google 사용자,2018년 7월 12일,1,8,"따릉이가 여기저기 많은것에 비해 어플이 따라가지를 못하네요. 자전거 빌리는데 시간이 너무 많으 들어요. 어플이 너무 느려요. 이번에 
업데이트 중이신거 같은데 위치를 나타내는 물방울 모양은 뜨지도 않고 QR코드는 읽지도 못하고 도대체 세금을 어떻게 사용해서 개발하는건지 
모르겠네요."
901,김현수,2018년 7월 12일,1,0,다시 만들어라..제발
902,제임스효든,2018년 7월 12일,1,0,아니 업데이트 이후에 지도에 따릉이 대여소가 안떠요 왜 쓸데없이 이런일을하죠?
903,Yungyeong Lee,2018년 7월 12일,1,0,계속 로딩중... 따릉이는 편리하고 좋은데 앱이 늘 문제에요. 앱 환경관리에 더 신경쓰셔야겠어요.
904,yongho park,2018년 7월 11일,1,0,"따릉이 앱 개악. 기존 앱도 무겁고 그리 좋다고는 생각 안했기에 이번 업데이트를 기대했습니다. 그러나 막상 실체는 왜 국민들이 정부를 
불신하는지 잘 알려주는 사례였다고 생각합니다. 기존 앱보다도 더 느려짐, 처음 봤을 때 제대로 사용할 수 없을 정도로 퇴화한 
인터페이스. 이거 스마트폰 비율에 맞춰서 설계하긴 한 겁니까? 그리고 첫 시작시 나오는 지도가 화룡점정이라 할 수 있겠네요. 따릉이 
대여소 위치를 찾는 방법이 있다는 것은 좋지만 이것을 왜 시작 페이지에 넣습니까? 별도의 페이지를 만드는 게 백배천배는 나았을 겁니다. 
이...전체 리뷰"
905,Google 사용자,2018년 7월 11일,1,0,"진짜 업데이트 어느업체가 했나요... 이전까지 잘 이용해왔는데 대여소 검색도 안되고 대여방법은 도대체 알수도 없고... 이제 이용 
안하려 합니다"
906,전영옥,2018년 7월 11일,1,0,업뎃하기전 어플은 괜찮았는데 업뎃후 자전거가 안빌려지네요 대여소며 예약버튼이며 다 안떠서 쓸수가 없어요
907,김제헌,2018년 7월 11일,1,1,"다 좋은데 앱 왜케 못만드나요.. 자전거 수량있는지 확인 안되는게 벌써 2달째임.. 버벅버벅 좀... 잘 만듭시다 아니면 예전 앱이 더 
좋았어요"
908,신동갑,2018년 7월 11일,1,0,로그인을 할라니까 틀린 아이디래서 찾아보면 맞는 아이디고 비번이 틀렸나싶어서 임시비번받아서 하니까 그것도 안되고 어떻게 쓰라는거지ㅋ
909,Google 사용자,2018년 7월 10일,1,0,"최악. 따릉이 시스템도 최악인데 앱은 더최악. 결제도 안되고 구 입력해봤자 대여소 현황도 안보여주고 3G 틀고 아무리 결제버튼 눌러도 
똑같고 대여도 까다롭고 왜 만든거에요?"
910,신승환,2018년 7월 10일,1,0,지도에 따릉이 대여소가 표시되지 않아 거치대에 있는 qr코드로 대여하고 있는 상황... 대체 앱 개발을 어떻게 하는건지 원 ㅉㅉ...
911,이원진,2018년 7월 9일,1,0,똥같은 시스템
912,김동현,2018년 7월 8일,1,1,해보고 업데이트하세요
913,미역,2018년 7월 8일,1,0,ㅋ이거 뭐 타라는건지 말라는건지 느려터져서 대여하다 암걸리겠소 결제한 회원들 바보 만듭니까?
914,Google 사용자,2018년 7월 8일,1,1,"UI변경 전까지는 느린게 단점이긴해도 이용하는데 문제없었습니다. 그런데 업데이트 후 UI가 변경된 후, 지도에서 따릉이 정류소 
위치자체가 뜨지않습니다. 그리고 기본화면에 필요없는 아이콘(예를 들면 이용안내-메뉴에서 확인해도 충분한 내용을 굳이 기본 화면에 
띄워놓음.) UI자체는 이전 버전이 훨씬 직관적이도 자전거 대여라는 기능에 충실했습니다. 괜히 욕심내서 이것저것 추가하려고 하지말고 
자전거대여라는 본연의 주 기능에 충실한 따릉이 앱으로 돌아와줬으면 합니다."
915,이름,2018년 7월 8일,4,0,"이번에 서울 여행 가서 따릉이 이용했습니다. 교통카드로 결제가 가능한 줄 알았는데 그건 아니더라고요. 하지만 매우 싼 
가격(2,000원이면 사실상 하루종일 대여)에 이용할 수 있어서 정말 좋았어요.^^ GPS 정확도도 나쁘지 않았고요. 다만 가장 큰 
문제점은 고객센터 상담원 수가 너무 적다고 느껴지는 겁니다. 타다가 한번은 고장이 났는데 상담이 밀려있다고 발만 동동 구르다 10분만에 
통화 했어요.. 하여튼, 좋은 앱 만들어주셔서 감사합니다~"
916,한규민,2018년 7월 8일,1,0,"진짜 최악입니다. 1.회원 탈퇴후 로그아웃 처리도 되지않아 회원탈퇴를 5번을 했고 , 그 이후 로그인 하려고 할 시에는 로그인수단 
클릭시 오류가 나게 바뀌어서 비로그인으로 하게 만듭니다. 2. 카드 등록 시에 콤보박스에 왜 티머니만 들어있는지 이해가 안됩니다. 
후불교통 카드도 같은 교통카드이고 또 다른 이유가 있다고 한들 매뉴얼대로 한번 해보십시오 개발자가 직접 좀. 테스트는 하는건지 
의문입니다. 사진대로 단말기가 있는곳에가서 뭘 누르라고 지시도 없이 갑자기 모바일 어플 화면만 나오면 대체 뭐가 뭔지 어떻게 압니까? 
진짜로 ...전체 리뷰"
917,최리나,2018년 7월 8일,1,0,"진짜 최악의 어플ㅋㅋㅋ 살면서 리뷰 처음 남겨봄... 어떤 개발업체에 맡겼길래 어플이 이따구에요?? 제대로 되는게 하나도 없고 
예외처리도 다 안돼있음.. 진짜 살다살다 어플쓰다가 빡쳐서 리뷰쓰기는 처음이네;; 자전거 한번 타보려다가 30분간 땡볕에서 삽질하고 
결국 회원탈퇴하고 비회원으로 사네요..ㅋ 대학생 알바가 만들어도 이보단 낫겠음 다시 만드세요~~"
918,김진욱,2018년 7월 8일,1,1,원래대로 처 돌려놓던가 왜 잘쓰던 앱 건드려서 이꼴로 만드는지 모르겠네
919,뱃살,2018년 7월 8일,1,1,최악의 어플 . 업데이트되서 나아졌나 했더니 더욱 더 쓰레기가됨 일일권구매는 빠르게되면서 대여는 느려터지고 지도는 로딩도 안되고
920,Sungsik Park,2018년 7월 8일,1,1,느림. 장애. 지도검색안되고멈춤. 팅김. 우여곡절끝결제안됨.
921,김종군,2018년 7월 8일,2,7,"카톡 연동 가입했는데 로그인 유지 체크해도 매번 킬때마다 다시 로그인해야됩니다. 짜증나서 그냥 일반회원으로 다시 가입하려고 
탈퇴했는데.. 이미 가입된 전화번호라고 뜨고 기존 카톡으로 로그인하려해도 서비스 오류 뜹니다. 앱이 문제가 많군여 확인후 처리 
부탁합니다."
922,asd123,2018년 7월 8일,1,0,"자전거 자체는 참 좋은데 앱이 너무너무너무너무 후져요 너무 구려요 제발 앱좀 제대로 만들어주세요 gps알림설정도 그만물어봤으면 좋겠는데 
빨리 고쳐줬으면 좋겠네요"
923,신준혁,2018년 7월 8일,1,0,앱 느려터져서 결제하고 시간만 낭비한다. 돈 받고 하는거면 제대로 좀 만들어라. 데이터에 시간에 돈에 너무 아깝다.
924,KyungIn Hwang,2018년 7월 7일,2,0,UI 이전 버전으로 롤백 요망
925,정명진,2018년 7월 7일,1,0,아니 진짜 앱이 전보다 더 오류나고 쓸모없어졌네요. 화가납니다.
926,Google 사용자,2018년 7월 7일,1,0,무한 로딩뜨네요ㅋㅋㅋㅋㅋ 예산들여서 실컷 따릉이 인프라 만들고 앱으로 망치는 느낌입나다.
927,Dry An,2018년 7월 7일,1,0,진짜 거지같이.만들엇네 대학생들 용돈주고 만들라고해도 이거보다 훨씬잘만듬
928,Google 사용자,2018년 7월 7일,1,0,얼마해쳐먹었어요?
929,jeong matt,2018년 7월 7일,1,0,진짜 욕나오게 만든다 좀 고쳐라 좋은 프로그래머 사서 처음부터 다시 코드 자서 다시만들어라 안되는 날이 더 많냐 세금 사용료받아서 뭐하냐
930,노승환,2018년 7월 7일,1,0,최악이다 그냥 예전 앱이 100배는 좋은듯
931,Chris Hur,2018년 7월 7일,1,0,"아님 세금에 덧붙여 이용료까지 받으면서 뭐하는 거임...업데이트 전후로 어플리케이션을 아예 사용할 시도도 못함..담당자는 일 
안하시나요?..."
932,김유린,2018년 7월 7일,1,0,업데이트 되더니 더 최악이 됫어요. 대여소 현황 확인도 안되고 검색도 안되고 쓰라는건지 말라는건지 모르겟네요.
933,Arum Yang,2018년 7월 7일,1,0,드럽게긴 로딩시간 앱 대체 왜만듬?????? 이정도면 앱만든 업체 바꿔야하는거 아닌가요???????
934,chanwoo jang,2018년 7월 7일,1,1,전에 버전도 구렸지만 이번 버전은 최악이다 대학생 졸작 개발도 이것보단 낫겠다ㅡㅡ
935,서희영,2018년 7월 6일,1,0,"대체 강제회원가입 시켰을꺼면 네이버, 페이스북, 카카오톡 로그인은 왜 만들었으며, 이용약관은 왜 확인 하려니까 오류가 나는건지 이해가 
안가네요. 세금으로 개꿀들좀 빠셨나요?"
936,TAEHYUNG KIM,2018년 7월 6일,1,0,갑자기 qr말고는 대여가 안되나요??
937,Sungmin Park,2018년 7월 6일,1,0,누가 이렇게 거지같이 업뎃을 했어 안되자녀
938,0 A,2018년 7월 6일,1,0,이건 뭐 타라는거야 말라는거야
939,삼백셀,2018년 7월 6일,1,2,"최악중에 최악의 어플이다. 물방울을 클릭해서 대여하라는데 물방울이 아예 안뜬다. 업그레이드 한 뒤 어플로 자전거 대여가 불가능하다. 
이건 좀 심했다. 정말정말 심했다."
940,Andy Joung,2018년 7월 5일,1,0,"개편 후 쓰레기 앱이 되버린 상황인데 개선 요청도 개무시하는 앱 개발자와 서울시 공무원들... 관련자 조사해서 비리 있으면 처벌해라 
청와대 청원 들어간다 대여소 현황을 당췌 알 수가 있어야지... 대여소까지 직접 가서 자전거 없으면 허탈 짜증 욕나옴"
941,김옥희,2018년 7월 5일,1,0,지도에 대여소가 안 뜸
942,피쉬페인터,2018년 7월 5일,1,0,"아이디 비번찾기도 앞부분만 보여주니 찾기도 힘들고 새로 아이디 만드려고해도 이미 저장된 번호라고 새로 만들지도 못하게하고 이용하라는건지 
말라는건지 제대로 테스트 하고 만든 앱인건지 잘모르겠네요. 세금이 너무아깝고요 아이디 여러개 만들수있게는 수정해주셔야겠는데요?"
943,Google 사용자,2018년 7월 5일,1,1,"업데이트 이후 지도에서 대여소가 표시되지않고 먹통이 됩니다. 대여소가 표시되야 선택을 하던 말던 할텐데 말입니다. 사용불가로 인한 
보상이 필요합니다"
944,CY KIM,2018년 7월 5일,2,0,"아니 자꾸 팅겨서 다시깔았더니 이번엔 로그인이 안되고 이러면 새 앱 뭐하러 개발했어요...? 진짜 전에걸로 다운그레이드를 할수있게 
하든가 아니면 빨리 정상화시키든가 조치를 하셔야죠"
945,정인호,2018년 7월 5일,2,0,첫화면 지도에서 현황이안보여요 모바일에선 대여소 물방울이 보이는ㄴ데 어플에선안보여요
946,김찡국,2018년 7월 5일,1,0,업데이트하고 안돼여
947,민제,2018년 7월 5일,1,0,정말 쓰레기같이 바꿔주셨네요. 감사합니다!
948,Ted Kim,2018년 7월 5일,1,0,쓰기도 불편 작동도 잘 안됨
949,Hongss Hongga,2018년 7월 5일,1,1,"최악입니다. 지도로딩이 너무 느리고 자전거대여소 위치가 표시가 안되어서 자전거를 빌릴 수가 없어요. 즐겨찾는 대여소를 자신이 직접 추가 
할 수 있게 해주세요."
950,이정준,2018년 7월 5일,1,0,와 진짜 뭐 이렇게 만들었나....40분동안 낑낑대다가 결국 대여못하고 걸어가는중;;;
951,a o,2018년 7월 5일,1,0,업데이트 최악이네요..
952,홍지연,2018년 7월 4일,1,0,와 예전에도 느렸지만 더 느려져서 지도 검색은 머 아예 되지도 않음
953,honggyeom Kim,2018년 7월 4일,1,0,느린걸 넘어서 대여소 아예뜨지도 않고 검색해도 안잡히고 qr코드로 해도 안된다고만하고 진짜 저질이네
954,K. LEE,2018년 7월 4일,1,0,차라리 업데이트 전으로 돌려주세요. 즐겨찾기는 커녕 실시간 정류소 현황도 파악이 안되고... 어플 이용할때마다 짜증나네요
955,붕어싸만코,2018년 7월 4일,1,0,공무원 철밥통새끼들 앱 만드는 꼬라지보소
956,이리,2018년 7월 4일,2,0,"아랫분은 업데이트되고 나서 편해졌다는데 저는 반대입니다 그전엔 느려도 쓸 수는 있었는데 업뎃 이후에는 열리는 것도 느리지 지도에는 
정류장 표시도 안 되고 검색은 먹통이에요 QR코드 대여밖에 안 됩니다 이게 쓰라고 만든 앱인지? 앱이랑 씨름할 시간에 걸어가겠네요. 
따릉이 시스템은 잘 만들어놓고 앱은 참... IT 강국 되려면 먼 듯"
957,shin dongjun,2018년 7월 4일,1,0,업데이트 된게 더 나쁨.. 차라리 이전 앱이면.. 그럭저럭 써보기라도 하지.
958,Young-Jung Kim,2018년 7월 4일,1,0,"눈 앞에 자전거가 많은데 타지를 못하네요. 앱이 먹통이 되서. 이전앱은 결재가 귀찮아도 되기는 했는데. 업그레이드를 한건지 다운 
그레이드를 한건지. 지도에서 멈춰버립니다. ㅡ ㅡ. 이용권도 구매했는데. 포기하고 지하철 탓네요."
959,Jang-ho Kim,2018년 7월 4일,1,0,진짜 최악. 역대 최악. 무능
960,Y H,2018년 7월 4일,1,0,어플관리가 잘안되있네요
961,Sung Hur,2018년 7월 4일,1,0,이앱 업데이트추진한놈 승진못하길바란다
962,도레미,2018년 7월 3일,1,1,"업데이트 후 디자인은 깔끔해졌지만 지도에서 검색이 안 된다. 기본 기능과 성능을 포기하고 디자인에 몰빵한 것일까... 이거 앱 삭제하고 
재설치하니까 보이네요... 하위호환성이라고는 엿바꿔 먹은 앱입니다. 업데이트하고 대야 안 되시는 분들 삭제 후 설치 해 보세요."
963,김강남,2018년 7월 3일,1,1,"정말 앱 쓰레기같이 만들었네요.개발자가 누군지 기획한 공무원이 누군지.. 세금 이딴 식으로 쓰라고 고생해서 일한 돈 바치는거 아니다 
진짜... 일 이딴 식으로 하고 월급 꼬박꼬박 받아가니?"
964,가장갸,2018년 7월 3일,1,1,쓰레기앱. 지도가 안 움직인다. 앱 버전을 바꿔 새로 깔게 안내를 하던지.
965,Yoosun Yoon,2018년 7월 3일,1,1,업뎃되고 결제도 안되고 오류도 심하고 미치겠네요.. 따릉이위치 검색도 잘 안됩니다
966,김문주,2018년 7월 3일,1,1,"어플최악이라는글들 안보이세요? 대여안되서 칼퇴하고 2시간 날려본사람입니다. 지도를 왜 메인에 넣었죠? 로딩도안되게 어플만들어놓고 
이전버전만도못하게 바뀌었으면 빨리 다시 개선을해야지ㅡㅡ항상 자전거대여소에 자전거가없었는데 이젠 빌릴수가없으니까 항상 풀이네요? 
타지말라고 버전바꾸셨어요? 고객센터 전화안받고 뚝끊는거한두번이 아닌데 뭐? 전화연결이많아서 끊긴다구요? 그냥 뚝끊어지는게?"
967,Google 사용자,2018년 7월 3일,1,0,아니 왜 지도 상에 물방울 표시 안되나요 검색해도 안뜨고 일주일째 미칠거같아요
968,박태연,2018년 7월 3일,1,0,"지도에 물방울 안떠요;; 즉 이용권 구매했는데 이용 못했어요. 환불해주세요. 대여소에는 큐알코드도 없었고요. 이거 완전 돈만 받아가고 
사기어플이잖아요."
969,SungYub Kang,2018년 7월 3일,1,0,"업데이트 후 사용성이 이전만 못해졌습니다. 링크나 버튼들도 쬐끄매져셔 터치하기도 힘들고 옆에 있는 엉뚱한 게 터치되고, 또 결제까지는 
어찌어찌 힘들게 겨우 성공했는데 지도에서 아무것도 할 수가 없네요. 물방울 터치도 안되고 확대 후 패닝도 안되고, 검색상자에 직접 입력 
후 엔터(완료, 다음 등) 쳐도 아무것도 안 나오고. 결국 바쁜데 오늘 사용 포기하고 버스 탑니다."
970,으인환,2018년 7월 3일,1,0,"아니 왜 업데이트하고나서 이용이 더 불편해지나요?업데이트 이전에는 지도가 메인에 안떠서 더 가볍고 컴팩트했는데 지금은뭐 한번 빌리려면 
엄청 오래걸리네"
